nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile
E,E01000973,21.503,23.799999999999997,12.1,21.503,5,5,16347.0,4,2
E,E01020259,21.503,12.1,5.0,21.503,5,5,16347.0,4,2
E,E01019992,21.503,22.2,13.5,21.503,5,5,16347.0,4,2
E,E01021833,21.499,26.1,13.5,21.499,5,5,16349.0,4,2
S,S01010978,28.54992455510455,20.0,11.0,21.498767729072092,3,5,16350.0,4,2
E,E01000787,21.496,25.6,17.299999999999997,21.496,5,5,16351.0,4,2
E,E01005214,21.494,23.1,12.1,21.494,5,5,16353.5,4,2
E,E01001524,21.494,26.8,14.6,21.494,5,5,16353.5,4,2
E,E01000847,21.494,29.5,16.1,21.494,5,5,16353.5,4,2
E,E01017899,21.494,26.900000000000002,13.900000000000002,21.494,5,5,16353.5,4,2
E,E01026866,21.49,25.900000000000002,12.5,21.49,5,5,16356.0,4,2
E,E01021847,21.487,27.400000000000002,15.7,21.487,5,5,16357.0,4,2
E,E01035735,21.486,20.200000000000003,11.0,21.486,5,5,16358.0,4,2
E,E01004039,21.485,26.6,11.5,21.485,5,5,16359.0,4,2
W,W01001435,28.4,17.0,13.0,21.482291747167885,3,5,16360.0,4,2
E,E01019815,21.482,22.8,13.3,21.482,5,5,16361.0,4,2
S,S01013260,31.43133850637848,17.0,15.0,21.481541951325994,3,5,16362.0,4,2
E,E01029305,21.48,22.400000000000002,12.8,21.48,5,5,16363.0,4,2
E,E01012344,21.479,19.7,11.899999999999999,21.479,5,5,16364.5,4,2
E,E01022331,21.479,24.8,12.7,21.479,5,5,16364.5,4,2
E,E01029829,21.477,22.6,13.8,21.477,5,5,16366.5,4,2
E,E01008042,21.477,23.400000000000002,10.5,21.477,5,5,16366.5,4,2
E,E01035620,21.476,7.6,4.9,21.476,5,5,16368.5,4,2
E,E01031771,21.476,26.700000000000003,13.700000000000001,21.476,5,5,16368.5,4,2
E,E01008359,21.475,16.2,8.799999999999999,21.475,5,5,16370.0,4,2
N,95II05S2,8.342832978407438,9.5,17.3,21.474176181926516,9,5,16371.0,4,2
E,E01022910,21.474,21.3,13.600000000000001,21.474,5,5,16372.5,4,2
E,E01032697,21.474,26.8,11.4,21.474,5,5,16372.5,4,2
S,S01011519,29.25226604211714,15.0,12.0,21.473523417308886,3,5,16374.0,4,2
E,E01026255,21.473,17.299999999999997,12.8,21.473,5,5,16375.0,4,2
E,E01035437,21.47,29.2,13.900000000000002,21.47,5,5,16376.0,4,2
E,E01000555,21.465,23.9,11.799999999999999,21.465,5,5,16378.0,4,2
E,E01015150,21.465,19.6,16.8,21.465,5,5,16378.0,4,2
E,E01002047,21.465,21.2,9.0,21.465,5,5,16378.0,4,2
E,E01032036,21.464,16.8,9.5,21.464,5,5,16380.5,4,2
E,E01027390,21.464,20.3,14.799999999999999,21.464,5,5,16380.5,4,2
E,E01011114,21.463,21.7,16.6,21.463,5,5,16382.0,4,2
E,E01024293,21.462,21.099999999999998,13.0,21.462,5,5,16383.0,4,2
E,E01024393,21.461,21.099999999999998,14.499999999999998,21.461,5,5,16384.0,4,2
N,95XX18W1,11.221795048240148,13.0,12.6,21.460551487408217,8,5,16385.0,4,2
E,E01008751,21.458,24.7,15.2,21.458,5,5,16386.0,4,2
E,E01032733,21.452,30.8,14.000000000000002,21.452,5,5,16387.0,4,2
E,E01002411,21.449,23.7,11.700000000000001,21.449,5,5,16388.0,4,2
E,E01020863,21.448,8.1,6.6000000000000005,21.448,5,5,16389.5,4,2
E,E01019188,21.448,24.8,14.799999999999999,21.448,5,5,16389.5,4,2
E,E01029193,21.446,20.9,13.900000000000002,21.446,5,5,16391.0,4,2
E,E01005212,21.445,16.6,7.3999999999999995,21.445,5,5,16392.0,4,2
E,E01026706,21.443,24.5,12.1,21.443,5,5,16393.0,4,2
S,S01013312,29.947761124009933,18.0,13.0,21.440320571476768,3,5,16394.0,4,2
W,W01001093,29.0,24.0,16.0,21.440172080941885,3,5,16395.5,4,2
W,W01001050,29.0,23.0,16.0,21.440172080941885,3,5,16395.5,4,2
N,95VV11S1,10.028191571079203,12.0,14.5,21.43969193712254,8,5,16397.0,4,2
E,E01011613,21.439,29.299999999999997,14.099999999999998,21.439,5,5,16398.0,4,2
E,E01012634,21.436,26.1,13.4,21.436,5,5,16399.0,4,2
N,95GG36S1,10.455017094820311,9.9,13.8,21.435930105167472,8,5,16400.0,4,2
E,E01016977,21.435,28.199999999999996,15.9,21.435,5,5,16401.5,4,2
E,E01002267,21.435,29.599999999999998,15.0,21.435,5,5,16401.5,4,2
E,E01009009,21.434,22.6,14.099999999999998,21.434,5,5,16403.0,4,2
E,E01012799,21.433,24.099999999999998,11.799999999999999,21.433,5,5,16404.0,4,2
E,E01011065,21.429,21.3,13.700000000000001,21.429,5,5,16405.5,4,2
E,E01020691,21.429,24.099999999999998,14.7,21.429,5,5,16405.5,4,2
W,W01000356,27.9,19.0,11.0,21.428574741806674,3,5,16407.5,4,2
W,W01000479,27.9,23.0,11.0,21.428574741806674,3,5,16407.5,4,2
E,E01024432,21.427,15.7,11.200000000000001,21.427,5,5,16409.5,4,2
E,E01029232,21.427,23.1,12.9,21.427,5,5,16409.5,4,2
W,W01001429,29.2,21.0,17.0,21.42613219219988,3,5,16411.0,4,2
E,E01011855,21.426,18.099999999999998,13.200000000000001,21.426,5,5,16413.0,4,2
E,E01008471,21.426,24.3,16.400000000000002,21.426,5,5,16413.0,4,2
E,E01005928,21.426,25.900000000000002,16.8,21.426,5,5,16413.0,4,2
E,E01011208,21.424,20.9,13.600000000000001,21.424,5,5,16415.0,4,2
E,E01031571,21.423,26.8,13.0,21.423,5,5,16416.0,4,2
E,E01028863,21.421,15.0,10.6,21.421,5,5,16417.0,4,2
E,E01025887,21.419,12.8,7.9,21.419,5,5,16418.0,4,2
E,E01031025,21.418,17.4,12.6,21.418,5,5,16419.5,4,2
E,E01001312,21.418,27.1,10.100000000000001,21.418,5,5,16419.5,4,2
E,E01034595,21.416,29.599999999999998,11.4,21.416,5,5,16421.5,4,2
E,E01002970,21.416,30.7,12.7,21.416,5,5,16421.5,4,2
E,E01000187,21.414,31.8,9.9,21.414,5,5,16423.5,4,2
E,E01001085,21.414,28.599999999999998,12.3,21.414,5,5,16423.5,4,2
E,E01033872,21.413,27.900000000000002,14.399999999999999,21.413,5,5,16425.5,4,2
E,E01019438,21.413,21.6,13.600000000000001,21.413,5,5,16425.5,4,2
W,W01001177,29.4,21.0,18.0,21.412092303457882,3,5,16427.0,4,2
E,E01017424,21.408,18.6,11.0,21.408,5,5,16428.5,4,2
E,E01018343,21.408,19.900000000000002,11.5,21.408,5,5,16428.5,4,2
E,E01004522,21.407,27.500000000000004,12.5,21.407,5,5,16430.0,4,2
E,E01001173,21.406,32.9,15.5,21.406,5,5,16431.0,4,2
E,E01033771,21.403,18.7,13.900000000000002,21.403,5,5,16432.5,4,2
E,E01026667,21.403,12.2,11.0,21.403,5,5,16432.5,4,2
E,E01014731,21.399,19.0,11.200000000000001,21.399,5,5,16434.0,4,2
E,E01002083,21.398,22.5,10.299999999999999,21.398,5,5,16435.5,4,2
E,E01020951,21.398,28.199999999999996,16.0,21.398,5,5,16435.5,4,2
E,E01019325,21.397,9.8,6.5,21.397,5,5,16437.0,4,2
E,E01019701,21.396,20.8,14.099999999999998,21.396,5,5,16438.0,4,2
E,E01022816,21.395,22.3,11.899999999999999,21.395,5,5,16439.5,4,2
E,E01023399,21.395,17.7,12.3,21.395,5,5,16439.5,4,2
E,E01000238,21.394,29.7,12.0,21.394,5,5,16441.0,4,2
N,95LL01S2,10.037333591447382,10.4,14.4,21.393242318410582,8,5,16442.0,4,2
E,E01015327,21.393,29.9,12.2,21.393,5,5,16443.0,4,2
W,W01001216,28.5,21.0,14.0,21.38645507558067,3,5,16444.5,4,2
W,W01001444,28.5,20.0,14.0,21.38645507558067,3,5,16444.5,4,2
E,E01003770,21.384,28.1,10.5,21.384,5,5,16446.0,4,2
E,E01024510,21.383,18.4,14.6,21.383,5,5,16447.0,4,2
E,E01035254,21.382,31.2,10.2,21.382,5,5,16448.0,4,2
E,E01034602,21.377,23.400000000000002,11.5,21.377,5,5,16450.0,4,2
E,E01030805,21.377,28.999999999999996,16.1,21.377,5,5,16450.0,4,2
E,E01023955,21.377,28.999999999999996,14.6,21.377,5,5,16450.0,4,2
S,S01011242,34.237533965534496,21.0,19.0,21.376879201671542,2,5,16452.0,4,2
S,S01012590,31.341110776529145,21.0,15.0,21.37665764351747,3,5,16453.0,4,2
E,E01004531,21.376,30.4,13.0,21.376,5,5,16454.0,4,2
E,E01032524,21.375,18.0,9.6,21.375,5,5,16455.0,4,2
E,E01003332,21.373,30.7,13.900000000000002,21.373,5,5,16456.0,4,2
S,S01010356,30.61322583197998,20.0,14.0,21.372209222600436,3,5,16457.0,4,2
E,E01002908,21.372,22.6,10.8,21.372,5,5,16458.0,4,2
S,S01007592,29.88843719813029,20.0,13.0,21.371360076596087,3,5,16459.0,4,2
E,E01026438,21.371,14.099999999999998,8.9,21.371,5,5,16460.0,4,2
E,E01024456,21.37,12.5,8.1,21.37,5,5,16461.5,4,2
E,E01019073,21.37,19.900000000000002,11.700000000000001,21.37,5,5,16461.5,4,2
E,E01002666,21.369,24.5,9.2,21.369,5,5,16463.0,4,2
S,S01011470,30.609435471518616,17.0,14.0,21.36780315659391,3,5,16464.0,4,2
E,E01029028,21.366,17.299999999999997,11.3,21.366,5,5,16465.0,4,2
E,E01018863,21.365,18.9,12.1,21.365,5,5,16466.0,4,2
E,E01033342,21.364,12.7,5.5,21.364,5,5,16467.0,4,2
E,E01003453,21.363,30.7,13.900000000000002,21.363,5,5,16468.0,4,2
S,S01011037,29.878698074989583,18.0,13.0,21.360038931855097,3,5,16469.0,4,2
E,E01014052,21.36,11.700000000000001,7.000000000000001,21.36,5,5,16470.0,4,2
E,E01026744,21.359,20.200000000000003,15.5,21.359,5,5,16471.0,4,2
E,E01008284,21.357,23.3,15.4,21.357,5,5,16472.0,4,2
E,E01033796,21.356,24.5,15.6,21.356,5,5,16473.0,4,2
E,E01023068,21.355,27.1,15.7,21.355,5,5,16474.0,4,2
E,E01026943,21.349,12.8,8.0,21.349,5,5,16475.0,4,2
E,E01005511,21.348,20.1,16.0,21.348,5,5,16476.5,4,2
E,E01026287,21.348,23.3,16.3,21.348,5,5,16476.5,4,2
E,E01035505,21.346,22.3,8.4,21.346,5,5,16480.5,4,2
E,E01035704,21.346,37.8,9.9,21.346,5,5,16480.5,4,2
E,E01024379,21.346,14.499999999999998,9.4,21.346,5,5,16480.5,4,2
E,E01029740,21.346,25.5,16.0,21.346,5,5,16480.5,4,2
E,E01009715,21.346,20.0,16.0,21.346,5,5,16480.5,4,2
E,E01013197,21.346,20.5,12.8,21.346,5,5,16480.5,4,2
S,S01011741,29.86491658661982,18.0,13.0,21.344018780725865,3,5,16484.0,4,2
E,E01016809,21.343,25.4,11.1,21.343,5,5,16485.0,4,2
E,E01010866,21.342,20.9,12.3,21.342,5,5,16486.0,4,2
E,E01024216,21.341,21.4,11.600000000000001,21.341,5,5,16487.0,4,2
N,95VV30S1,8.86740535410614,9.9,16.2,21.338806253086993,8,5,16488.0,4,2
E,E01023932,21.338,28.1,12.5,21.338,5,5,16489.0,4,2
S,S01010259,29.85626384824468,18.0,13.0,21.333960492917445,3,5,16490.0,4,2
E,E01025666,21.332,24.8,15.8,21.332,5,5,16491.0,4,2
S,S01007296,31.302427491697166,13.0,15.0,21.331690652104324,3,5,16492.0,4,2
E,E01019534,21.329,17.7,17.299999999999997,21.329,5,5,16493.0,4,2
E,E01002677,21.326,24.0,11.200000000000001,21.326,5,5,16494.0,4,2
E,E01029213,21.324,12.9,9.6,21.324,5,5,16495.0,4,2
E,E01005637,21.323,18.4,11.600000000000001,21.323,5,5,16496.5,4,2
E,E01034244,21.323,28.000000000000004,12.0,21.323,5,5,16496.5,4,2
E,E01006553,21.322,17.299999999999997,9.3,21.322,5,5,16499.0,4,2
E,E01030663,21.322,25.7,12.6,21.322,5,5,16499.0,4,2
E,E01019389,21.322,23.3,16.1,21.322,5,5,16499.0,4,2
S,S01010351,29.11999817440132,19.0,12.0,21.319769978384414,3,5,16501.0,4,2
W,W01001898,28.2,19.0,13.0,21.318698181477455,3,5,16502.5,4,2
W,W01000695,28.2,18.0,13.0,21.318698181477455,3,5,16502.5,4,2
E,E01000170,21.318,25.6,14.399999999999999,21.318,5,5,16504.0,4,2
S,S01011439,27.670034798815543,16.0,10.0,21.317622859186212,3,5,16505.0,4,2
E,E01011996,21.317,21.7,14.399999999999999,21.317,5,5,16506.0,4,2
E,E01031898,21.315,22.6,14.399999999999999,21.315,5,5,16507.0,4,2
S,S01007035,31.28784568435456,20.0,15.0,21.31474017831672,3,5,16508.0,4,2
E,E01026241,21.314,17.7,10.299999999999999,21.314,5,5,16509.5,4,2
E,E01033700,21.314,22.900000000000002,10.2,21.314,5,5,16509.5,4,2
S,S01008494,30.56206949299477,13.0,14.0,21.31274305611878,3,5,16511.0,4,2
E,E01015302,21.311,22.7,15.6,21.311,5,5,16513.0,4,2
E,E01018080,21.311,23.1,12.4,21.311,5,5,16513.0,4,2
E,E01006199,21.311,22.900000000000002,16.1,21.311,5,5,16513.0,4,2
E,E01009843,21.309,23.0,15.1,21.309,5,5,16515.5,4,2
E,E01011124,21.309,20.5,12.7,21.309,5,5,16515.5,4,2
E,E01002114,21.307,34.300000000000004,11.799999999999999,21.307,5,5,16517.0,4,2
E,E01029067,21.306,23.9,15.299999999999999,21.306,5,5,16518.5,4,2
E,E01029053,21.306,12.2,9.0,21.306,5,5,16518.5,4,2
S,S01009261,31.27881061534732,21.0,15.0,21.304237454149668,3,5,16520.0,4,2
E,E01016398,21.304,26.700000000000003,10.9,21.304,5,5,16521.0,4,2
E,E01035423,21.303,28.9,11.600000000000001,21.303,5,5,16522.0,4,2
S,S01009009,30.55243364886599,20.0,14.0,21.301541967015844,3,5,16523.0,4,2
S,S01011555,28.380178145261965,17.0,11.0,21.30144773965142,3,5,16524.0,4,2
E,E01002576,21.301,25.4,13.900000000000002,21.301,5,5,16525.0,4,2
S,S01007907,29.10087767869141,22.0,12.0,21.297543552419373,3,5,16526.0,4,2
E,E01028996,21.297,9.8,9.3,21.297,5,5,16527.0,4,2
E,E01030281,21.296,25.1,16.6,21.296,5,5,16528.0,4,2
E,E01028866,21.294,15.8,9.6,21.294,5,5,16529.0,4,2
E,E01002781,21.293,30.3,14.6,21.293,5,5,16530.5,4,2
E,E01027866,21.293,24.9,12.0,21.293,5,5,16530.5,4,2
E,E01001353,21.292,32.0,14.099999999999998,21.292,5,5,16532.5,4,2
E,E01006528,21.292,20.0,13.200000000000001,21.292,5,5,16532.5,4,2
W,W01000681,28.6,20.0,15.0,21.290618403993456,3,5,16534.0,4,2
E,E01004612,21.288,27.0,10.8,21.288,5,5,16535.0,4,2
E,E01031872,21.286,17.8,10.7,21.286,5,5,16536.5,4,2
E,E01020571,21.286,24.6,14.6,21.286,5,5,16536.5,4,2
S,S01007502,29.8136258523635,16.0,13.0,21.284396387826828,3,5,16538.0,4,2
E,E01015095,21.284,25.1,16.0,21.284,5,5,16539.0,4,2
E,E01033373,21.283,25.3,15.1,21.283,5,5,16540.0,4,2
E,E01000728,21.282,25.8,15.1,21.282,5,5,16541.0,4,2
E,E01025849,21.281,24.3,14.2,21.281,5,5,16542.5,4,2
E,E01003327,21.281,19.3,12.4,21.281,5,5,16542.5,4,2
E,E01033100,21.275,24.4,11.5,21.275,5,5,16544.0,4,2
N,95GG45S3,8.425094854494617,9.4,16.8,21.274304588350955,9,5,16545.0,4,2
S,S01011021,26.908287034385804,13.0,9.0,21.273810947360687,3,5,16546.0,4,2
E,E01020609,21.272,22.2,16.400000000000002,21.272,5,5,16547.5,4,2
E,E01020252,21.272,24.3,17.7,21.272,5,5,16547.5,4,2
E,E01004178,21.271,24.5,12.2,21.271,5,5,16549.0,4,2
E,E01006557,21.269,15.2,7.1,21.269,5,5,16550.0,4,2
E,E01000469,21.268,30.599999999999998,14.399999999999999,21.268,5,5,16551.5,4,2
E,E01028604,21.268,23.1,13.600000000000001,21.268,5,5,16551.5,4,2
E,E01011870,21.267,16.3,16.1,21.267,5,5,16553.0,4,2
E,E01002330,21.266,27.900000000000002,14.000000000000002,21.266,5,5,16555.5,4,2
E,E01011077,21.266,19.5,11.3,21.266,5,5,16555.5,4,2
E,E01000741,21.266,24.5,12.7,21.266,5,5,16555.5,4,2
E,E01017135,21.266,23.9,14.6,21.266,5,5,16555.5,4,2
S,S01010774,33.417546378278786,18.0,18.0,21.2653669995451,3,5,16558.0,4,2
E,E01031394,21.265,22.3,13.200000000000001,21.265,5,5,16559.0,4,2
E,E01014973,21.264,25.3,14.899999999999999,21.264,5,5,16561.0,4,2
E,E01019281,21.264,18.099999999999998,15.1,21.264,5,5,16561.0,4,2
E,E01019608,21.264,24.0,13.900000000000002,21.264,5,5,16561.0,4,2
E,E01021602,21.263,14.000000000000002,9.0,21.263,5,5,16563.5,4,2
E,E01001570,21.263,26.1,12.2,21.263,5,5,16563.5,4,2
S,S01007082,29.070583159947816,21.0,12.0,21.262327996911992,3,5,16565.0,4,2
E,E01029196,21.262,17.4,11.1,21.262,5,5,16566.0,4,2
E,E01030222,21.26,11.200000000000001,8.799999999999999,21.26,5,5,16567.0,4,2
E,E01027517,21.259,18.9,16.400000000000002,21.259,5,5,16568.0,4,2
S,S01009767,27.61833363130941,14.0,10.0,21.25752336232612,3,5,16569.0,4,2
E,E01033658,21.257,7.9,6.2,21.257,5,5,16570.5,4,2
E,E01000066,21.257,25.8,12.0,21.257,5,5,16570.5,4,2
E,E01027752,21.256,10.9,7.000000000000001,21.256,5,5,16572.0,4,2
E,E01003819,21.255,29.5,17.4,21.255,5,5,16573.0,4,2
E,E01010729,21.253,24.5,12.7,21.253,5,5,16574.5,4,2
E,E01018923,21.253,15.0,9.9,21.253,5,5,16574.5,4,2
E,E01030481,21.251,26.700000000000003,13.900000000000002,21.251,5,5,16576.5,4,2
E,E01014925,21.251,16.900000000000002,13.200000000000001,21.251,5,5,16576.5,4,2
E,E01020174,21.249,11.3,8.200000000000001,21.249,5,5,16578.5,4,2
E,E01031652,21.249,29.599999999999998,15.1,21.249,5,5,16578.5,4,2
E,E01005398,21.246,15.7,10.299999999999999,21.246,5,5,16580.0,4,2
E,E01020046,21.245,10.5,8.1,21.245,5,5,16581.0,4,2
S,S01008793,29.77941145597171,18.0,13.0,21.244624210375044,3,5,16582.0,4,2
E,E01002893,21.244,22.900000000000002,11.3,21.244,5,5,16583.5,4,2
E,E01006999,21.244,26.200000000000003,17.1,21.244,5,5,16583.5,4,2
E,E01016478,21.242,27.700000000000003,10.4,21.242,5,5,16585.0,4,2
E,E01021111,21.241,20.5,13.700000000000001,21.241,5,5,16586.0,4,2
E,E01024075,21.24,21.0,17.299999999999997,21.24,5,5,16587.0,4,2
N,95DD15W1,10.170493611752526,10.9,13.9,21.238454822651065,8,5,16588.0,4,2
E,E01024381,21.238,24.0,14.000000000000002,21.238,5,5,16589.0,4,2
E,E01026071,21.236,14.000000000000002,9.5,21.236,5,5,16590.0,4,2
S,S01011681,28.32368079495957,14.0,11.0,21.235772968831213,3,5,16591.0,4,2
E,E01015903,21.235,23.799999999999997,14.299999999999999,21.235,5,5,16592.0,4,2
S,S01007970,29.046894220428925,19.0,12.0,21.23479102985867,3,5,16593.0,4,2
E,E01004643,21.233,33.5,15.4,21.233,5,5,16594.0,5,3
E,E01016163,21.232,25.2,17.0,21.232,5,5,16595.5,5,3
E,E01002749,21.232,28.499999999999996,12.7,21.232,5,5,16595.5,5,3
E,E01018831,21.231,17.9,10.5,21.231,5,5,16597.0,5,3
S,S01011460,29.766463732235447,16.0,13.0,21.22957326047259,3,5,16598.0,5,3
E,E01016056,21.229,25.0,11.3,21.229,5,5,16599.0,5,3
E,E01021432,21.228,26.3,14.299999999999999,21.228,5,5,16600.0,5,3
E,E01028870,21.227,10.2,7.6,21.227,5,5,16601.0,5,3
E,E01006013,21.226,20.8,13.700000000000001,21.226,5,5,16602.0,5,3
E,E01024691,21.225,31.8,11.600000000000001,21.225,5,5,16603.0,5,3
E,E01022048,21.224,16.0,14.399999999999999,21.224,5,5,16604.0,5,3
E,E01033875,21.223,29.5,11.600000000000001,21.223,5,5,16605.0,5,3
W,W01000932,28.3,21.0,14.0,21.22286150989024,3,5,16606.0,5,3
E,E01020114,21.222,19.400000000000002,14.899999999999999,21.222,5,5,16607.0,5,3
S,S01007820,29.75791260342657,18.0,13.0,21.219633087672076,3,5,16608.0,5,3
E,E01008265,21.219,25.2,16.1,21.219,5,5,16609.5,5,3
E,E01020396,21.219,11.700000000000001,6.5,21.219,5,5,16609.5,5,3
S,S01011755,31.92823003321245,19.0,16.0,21.21747442081832,3,5,16611.0,5,3
E,E01031028,21.217,14.799999999999999,8.7,21.217,5,5,16612.5,5,3
E,E01001418,21.217,25.7,13.8,21.217,5,5,16612.5,5,3
E,E01019082,21.216,17.599999999999998,13.200000000000001,21.216,5,5,16614.0,5,3
E,E01030130,21.215,25.4,14.399999999999999,21.215,5,5,16616.5,5,3
E,E01020230,21.215,23.0,15.9,21.215,5,5,16616.5,5,3
E,E01031231,21.215,25.0,14.499999999999998,21.215,5,5,16616.5,5,3
E,E01017090,21.215,24.8,9.700000000000001,21.215,5,5,16616.5,5,3
E,E01033353,21.212,13.700000000000001,8.200000000000001,21.212,5,5,16619.0,5,3
E,E01027374,21.208,16.900000000000002,10.6,21.208,5,5,16620.0,5,3
E,E01022937,21.207,19.900000000000002,13.200000000000001,21.207,5,5,16622.0,5,3
E,E01034646,21.207,22.3,14.799999999999999,21.207,5,5,16622.0,5,3
E,E01008950,21.207,26.1,20.0,21.207,5,5,16622.0,5,3
S,S01009292,30.47107642215465,17.0,14.0,21.206969085451725,3,5,16624.0,5,3
E,E01001769,21.206,25.8,12.2,21.206,5,5,16625.0,5,3
N,95SS11S2,11.241764623197543,10.3,12.1,21.20550318276644,8,5,16626.0,5,3
E,E01007699,21.205,25.7,11.899999999999999,21.205,5,5,16627.0,5,3
E,E01002481,21.204,29.5,14.399999999999999,21.204,5,5,16628.0,5,3
E,E01032567,21.203,24.0,13.4,21.203,5,5,16629.0,5,3
S,S01012039,30.466227416997672,18.0,14.0,21.2013324086751,3,5,16630.0,5,3
S,S01009100,31.19012260562515,18.0,15.0,21.2011429783587,3,5,16631.0,5,3
S,S01007119,29.017645092738583,13.0,12.0,21.200790678559493,3,5,16632.0,5,3
E,E01026403,21.199,14.899999999999999,11.0,21.199,5,5,16633.5,5,3
E,E01025604,21.199,20.7,15.1,21.199,5,5,16633.5,5,3
E,E01022358,21.198,25.7,14.499999999999998,21.198,5,5,16635.0,5,3
E,E01000722,21.197,29.099999999999998,14.7,21.197,5,5,16636.0,5,3
E,E01035545,21.196,21.6,12.4,21.196,5,5,16637.0,5,3
E,E01022957,21.195,23.5,15.7,21.195,5,5,16639.5,5,3
E,E01023877,21.195,27.500000000000004,14.099999999999998,21.195,5,5,16639.5,5,3
E,E01020410,21.195,17.9,9.2,21.195,5,5,16639.5,5,3
E,E01023022,21.195,24.2,13.8,21.195,5,5,16639.5,5,3
W,W01001265,28.7,20.0,16.0,21.194781732406234,3,5,16642.5,5,3
W,W01001900,28.7,23.0,16.0,21.194781732406234,3,5,16642.5,5,3
E,E01003485,21.194,32.6,11.3,21.194,5,5,16644.0,5,3
E,E01005267,21.192,20.1,15.4,21.192,5,5,16646.0,5,3
E,E01025252,21.192,22.5,14.399999999999999,21.192,5,5,16646.0,5,3
E,E01023661,21.192,25.1,12.7,21.192,5,5,16646.0,5,3
E,E01008161,21.191,17.4,11.4,21.191,5,5,16648.0,5,3
E,E01035484,21.19,21.2,11.5,21.19,5,5,16649.0,5,3
E,E01023429,21.189,26.5,14.499999999999998,21.189,5,5,16650.5,5,3
E,E01026776,21.189,19.0,12.1,21.189,5,5,16650.5,5,3
E,E01015059,21.187,23.1,14.6,21.187,5,5,16652.5,5,3
E,E01011150,21.187,21.0,12.2,21.187,5,5,16652.5,5,3
E,E01029013,21.186,20.1,11.4,21.186,5,5,16654.5,5,3
E,E01030815,21.186,16.6,9.1,21.186,5,5,16654.5,5,3
E,E01005900,21.182,21.9,16.5,21.182,5,5,16656.0,5,3
E,E01020235,21.181,21.9,14.399999999999999,21.181,5,5,16657.0,5,3
N,95GG12S1,13.36857118903572,13.6,8.6,21.180209247000533,7,5,16658.0,5,3
E,E01000217,21.179,33.1,11.799999999999999,21.179,5,5,16659.0,5,3
E,E01016400,21.177,25.3,12.4,21.177,5,5,16661.0,5,3
E,E01010970,21.177,19.3,13.4,21.177,5,5,16661.0,5,3
E,E01031523,21.177,17.1,12.4,21.177,5,5,16661.0,5,3
E,E01018067,21.176,20.8,13.4,21.176,5,5,16663.0,5,3
N,95HH17W1,11.26898464591318,11.9,12.0,21.175066533459834,8,5,16664.0,5,3
E,E01029852,21.173,26.8,16.7,21.173,5,5,16665.0,5,3
E,E01035665,21.171,20.599999999999998,5.7,21.171,5,5,16666.5,5,3
E,E01024163,21.171,14.899999999999999,10.299999999999999,21.171,5,5,16666.5,5,3
E,E01003056,21.169,19.3,11.5,21.169,5,5,16668.5,5,3
E,E01002361,21.169,21.8,11.899999999999999,21.169,5,5,16668.5,5,3
E,E01030106,21.167,24.4,15.1,21.167,5,5,16670.5,5,3
E,E01021113,21.167,25.1,15.299999999999999,21.167,5,5,16670.5,5,3
E,E01033756,21.166,15.9,6.7,21.166,5,5,16672.5,5,3
E,E01026774,21.166,21.4,14.299999999999999,21.166,5,5,16672.5,5,3
E,E01029054,21.165,13.700000000000001,11.3,21.165,5,5,16674.0,5,3
S,S01006716,29.709741303726982,16.0,13.0,21.163636849778637,3,5,16675.0,5,3
E,E01017324,21.162,21.7,12.5,21.162,5,5,16676.5,5,3
E,E01030862,21.162,19.5,9.5,21.162,5,5,16676.5,5,3
E,E01025912,21.159,13.8,6.800000000000001,21.159,5,5,16678.5,5,3
E,E01021921,21.159,20.1,11.200000000000001,21.159,5,5,16678.5,5,3
E,E01024229,21.157,25.6,16.8,21.157,5,5,16680.0,5,3
S,S01007498,27.531274179896545,15.0,10.0,21.15632198759491,3,5,16681.0,5,3
E,E01016178,21.156,19.400000000000002,13.4,21.156,5,5,16682.0,5,3
W,W01000381,28.0,20.0,13.0,21.15510461578702,3,5,16683.5,5,3
W,W01001145,28.0,21.0,13.0,21.15510461578702,3,5,16683.5,5,3
S,S01007092,30.424646369207004,20.0,14.0,21.15299694215322,3,5,16685.0,5,3
E,E01004438,21.151,20.3,10.7,21.151,5,5,16686.0,5,3
S,S01011346,30.42232312458539,21.0,14.0,21.15029631004805,3,5,16687.0,5,3
E,E01030793,21.15,33.900000000000006,14.899999999999999,21.15,5,5,16688.0,5,3
S,S01011803,29.69667811452095,19.0,13.0,21.148451678214034,3,5,16689.0,5,3
E,E01007459,21.148,17.599999999999998,16.8,21.148,5,5,16690.0,5,3
E,E01024421,21.146,16.900000000000002,10.2,21.146,5,5,16691.0,5,3
E,E01014025,21.144,15.2,10.299999999999999,21.144,5,5,16692.0,5,3
E,E01007978,21.143,21.3,10.100000000000001,21.143,5,5,16693.0,5,3
E,E01002226,21.142,22.5,11.5,21.142,5,5,16694.0,5,3
W,W01001162,28.2,24.0,14.0,21.14106472704502,3,5,16695.0,5,3
E,E01016857,21.139,17.7,12.6,21.139,5,5,16696.0,5,3
E,E01028516,21.138,31.8,13.600000000000001,21.138,5,5,16697.0,5,3
E,E01000360,21.137,25.0,11.5,21.137,5,5,16698.0,5,3
