nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01012112,78.039,72.6,50.0,105.57803056666828,1,1,91.0,1,1
E,E01006611,79.409,57.199999999999996,41.3,105.36358319177079,1,1,92.0,1,1
E,E01006413,77.857,73.6,50.0,105.35552792821561,1,1,93.0,1,1
E,E01012100,77.752,63.2,50.4,105.31402676270979,1,1,94.0,1,1
E,E01024663,78.598,74.2,45.4,105.26247550275136,1,1,95.0,1,1
E,E01008291,78.611,83.0,45.2,105.23493567770824,1,1,96.0,1,1
E,E01008978,77.901,63.0,49.1,105.21387185696345,1,1,97.0,1,1
E,E01024676,79.012,59.0,41.699999999999996,104.96509977116509,1,1,98.0,1,1
E,E01006760,78.283,63.5,45.800000000000004,104.96424052364634,1,1,99.0,1,1
E,E01026597,78.831,69.0,42.699999999999996,104.96098402791644,1,1,100.0,1,1
E,E01012045,78.218,75.1,45.7,104.86305886030408,1,1,101.0,1,1
E,E01012089,78.164,69.3,46.0,104.86219089992035,1,1,102.0,1,1
E,E01012037,79.457,66.60000000000001,38.6,104.83592145257461,1,1,103.0,1,1
E,E01007544,78.341,72.2,44.7,104.79626716932056,1,1,104.0,1,1
E,E01007122,77.987,71.2,46.300000000000004,104.7109502772856,1,1,105.0,1,1
E,E01012114,76.969,68.30000000000001,51.6,104.61737362445693,1,1,106.0,1,1
E,E01006558,78.253,58.599999999999994,44.0,104.53666842873864,1,1,107.0,1,1
E,E01010964,78.601,78.0,41.8,104.48435145701575,1,1,108.0,1,1
E,E01035622,78.171,61.7,44.2,104.4798528578849,1,1,109.0,1,1
E,E01012040,79.882,71.39999999999999,34.4,104.44341150603582,1,1,110.0,1,1
E,E01014831,77.683,74.0,46.7,104.4261632598453,1,1,111.0,1,1
E,E01012674,78.29,61.9,42.5,104.25615595175917,1,1,112.0,1,1
E,E01020909,77.142,76.8,48.8,104.22081319612732,1,1,113.0,1,1
E,E01004960,77.863,74.6,44.7,104.21189210788995,1,1,114.0,1,1
E,E01026624,78.584,61.6,40.2,104.11610527835875,1,1,115.0,1,1
E,E01015155,77.631,70.89999999999999,45.5,104.10199385354886,1,1,116.0,1,1
E,E01005754,77.438,69.1,46.2,104.01805830069561,1,1,117.0,1,1
E,E01005189,78.264,65.9,41.5,104.00720550731714,1,1,118.0,1,1
E,E01012622,77.981,74.7,42.8,103.94353978914778,1,1,119.0,1,1
E,E01017035,77.562,80.4,44.9,103.88733984571128,1,1,120.0,1,1
E,E01012044,77.504,76.0,44.7,103.77299954083223,1,1,121.0,1,1
E,E01032471,77.101,72.39999999999999,46.800000000000004,103.73636026890803,1,1,122.0,1,1
E,E01007949,78.016,81.3,41.6,103.72573153419958,1,1,123.0,1,1
E,E01007127,77.426,64.3,44.7,103.67764126720967,1,1,124.0,1,1
N,95MM08S1,52.91735436410811,19.7,46.8,103.67213064691234,1,1,125.0,1,1
E,E01011999,77.937,63.2,41.699999999999996,103.65086715393096,1,1,126.0,1,1
E,E01012738,78.563,61.1,37.8,103.56923744923606,1,1,127.0,1,1
E,E01017040,77.736,73.5,42.4,103.55715126532156,1,1,128.0,1,1
E,E01011433,78.55,78.0,37.6,103.50991153298538,1,1,129.0,1,1
E,E01013480,78.105,61.3,40.0,103.4870748043117,1,1,130.0,1,1
E,E01026173,77.457,65.7,43.6,103.47665927970684,1,1,131.0,1,1
E,E01005203,77.432,69.6,43.5,103.42437929514539,1,1,132.0,1,1
N,95ZZ02W1,54.43601762237555,20.7,44.6,103.37181614477052,1,1,133.0,1,1
E,E01013877,76.673,71.39999999999999,47.099999999999994,103.27826161192377,1,1,134.0,1,1
N,95SS26S1,54.16296584679677,16.2,44.5,102.98772764962159,1,1,135.0,1,1
E,E01035199,77.084,74.9,43.4,102.97721825442893,1,1,136.0,1,1
E,E01006909,76.733,77.3,45.300000000000004,102.96071829427291,1,1,137.0,1,1
N,95GG21S1,53.37436681821105,15.6,45.4,102.92938573120259,1,1,138.0,1,1
E,E01009607,76.669,63.3,45.0,102.81732630225328,1,1,139.0,1,1
E,E01010663,78.185,69.3,36.1,102.7379371842588,1,1,140.0,1,1
E,E01012000,75.534,72.1,50.9,102.71101085093144,1,1,141.0,1,1
E,E01024657,77.654,61.4,38.7,102.6533947168533,1,1,142.0,1,1
E,E01007940,76.584,82.6,44.4,102.58311162290336,1,1,143.0,1,1
E,E01012721,76.532,71.3,44.3,102.49782300516485,1,1,144.0,1,1
N,95GG46S3,51.57897522783556,12.8,47.1,102.48801896023213,1,1,145.0,1,1
E,E01007274,75.462,79.0,49.8,102.38410704056804,1,1,146.0,1,1
E,E01009160,76.011,73.4,46.7,102.38207308680764,1,1,147.0,1,1
E,E01007128,76.451,66.5,43.8,102.29021492901649,1,1,148.0,1,1
E,E01008836,76.226,66.0,44.800000000000004,102.23230733910897,1,1,149.0,1,1
E,E01024609,77.304,62.3,38.7,102.22550502752127,1,1,150.0,1,1
E,E01020807,75.567,61.4,47.5,102.01299593492828,1,1,151.0,1,1
E,E01017281,75.537,66.9,46.5,101.75915532260821,1,1,152.0,1,1
E,E01006563,75.635,71.8,45.7,101.70523295303362,1,1,153.0,1,1
E,E01007289,76.079,72.89999999999999,42.699999999999996,101.59654852779705,1,1,154.0,1,1
E,E01035464,76.027,77.2,42.9,101.5764092160289,1,1,155.0,1,1
N,95MM30W1,52.43238045131712,19.7,45.0,101.55570460846187,1,1,156.0,1,1
E,E01005259,76.601,67.2,39.4,101.51807307021272,1,1,157.0,1,1
E,E01033948,73.677,67.9,55.50000000000001,101.4397064384112,1,1,158.0,1,1
E,E01010617,75.916,78.60000000000001,41.8,101.20182626885422,1,1,159.0,1,1
E,E01028263,75.649,66.7,42.8,101.09257191622687,1,1,160.0,1,1
E,E01026083,75.429,67.7,44.0,101.08420990681381,1,1,161.0,1,1
E,E01006817,75.522,65.3,43.0,100.98074195674471,1,1,162.0,1,1
N,95MM14S2,54.41222568277594,20.8,41.9,100.95917465979123,1,1,163.0,1,1
E,E01025582,75.71,58.199999999999996,41.6,100.90654975248617,1,1,164.0,1,1
E,E01013726,75.544,66.7,41.9,100.76875709151619,1,1,165.0,1,1
E,E01010926,75.489,69.69999999999999,40.2,100.33233788269398,1,1,166.0,1,1
E,E01011344,76.495,72.39999999999999,34.5,100.32437829059464,1,1,167.0,1,1
N,95SS29S1,53.15256266049454,17.7,42.7,100.3023183660613,1,1,168.0,1,1
E,E01011347,76.013,69.19999999999999,37.1,100.29974037969559,1,1,169.0,1,1
E,E01005660,75.262,69.19999999999999,41.3,100.29370164417084,1,1,170.0,1,1
E,E01020739,74.25,54.1,46.800000000000004,100.25089311380617,1,1,171.0,1,1
E,E01006874,74.673,57.699999999999996,44.4,100.2468339191504,1,1,172.0,1,1
E,E01009361,75.756,74.8,37.9,100.15927857611652,1,1,173.0,1,1
E,E01006556,76.054,80.5,36.1,100.13270024721143,1,1,174.0,1,1
E,E01024683,74.665,64.0,43.9,100.12847140677702,1,1,175.0,1,1
E,E01012724,74.548,69.3,44.3,100.07229973763694,1,1,176.0,1,1
E,E01035188,74.825,67.7,42.4,99.99833159204849,1,1,177.0,1,1
E,E01025117,75.373,58.3,39.300000000000004,99.9950750963186,1,1,178.0,1,1
E,E01008485,74.561,73.6,43.8,99.97961060662348,1,1,179.0,1,1
E,E01011432,76.227,75.1,34.2,99.93158773679289,1,1,180.0,1,1
E,E01009355,74.73,72.89999999999999,42.6,99.925622975591,1,1,181.0,1,1
E,E01012060,74.69,69.0,42.699999999999996,99.89843773213362,1,1,182.0,1,1
E,E01024858,75.78,58.5,36.199999999999996,99.81944018288635,1,1,183.0,1,1
E,E01005350,74.646,70.6,42.0,99.69263083821059,1,1,184.0,1,1
E,E01010730,74.24,75.1,43.9,99.60889106973096,1,1,185.0,1,1
E,E01013140,74.841,63.2,39.800000000000004,99.45326494515112,1,1,186.0,1,1
E,E01006873,74.129,65.60000000000001,43.2,99.32117386385008,1,1,187.0,1,1
E,E01012127,72.508,74.4,52.2,99.29391251036836,1,1,188.0,1,1
E,E01013603,74.795,64.9,39.1,99.24501296728909,1,1,189.0,1,1
E,E01019663,74.051,65.8,43.0,99.1823827195806,1,1,190.0,1,1
E,E01013203,74.407,63.0,40.1,98.98783103634975,1,1,191.0,1,1
E,E01008702,73.62,62.9,44.3,98.93778078992227,1,1,192.0,1,1
E,E01013142,74.397,61.5,39.7,98.88873987536076,1,1,193.0,1,1
E,E01035197,73.188,63.2,46.300000000000004,98.84397136555857,1,1,194.0,1,1
E,E01011994,73.05,69.8,46.9,98.80555918570546,1,1,195.0,1,1
E,E01008916,74.722,80.4,37.3,98.764871567692,1,1,196.0,1,1
E,E01010820,74.234,64.8,40.0,98.75461484029931,1,1,197.0,1,1
E,E01013812,74.818,66.60000000000001,36.1,98.62163837288455,1,1,198.0,1,1
E,E01007947,72.867,68.7,46.6,98.51668469931295,1,1,199.0,1,1
E,E01006547,74.446,56.3,37.4,98.44916641942791,1,1,200.0,1,1
E,E01009365,73.683,80.30000000000001,41.6,98.42845718026891,1,1,201.0,1,1
E,E01017037,73.991,71.5,39.6,98.37067140041212,1,1,202.0,1,1
E,E01012944,73.17,58.699999999999996,43.9,98.30077116234445,1,1,203.0,1,1
E,E01017038,74.188,67.10000000000001,37.9,98.24233276790898,1,1,204.0,1,1
E,E01006695,73.213,60.4,43.0,98.15789254912274,1,1,205.0,1,1
N,95GG18S1,51.32767750769094,18.5,42.5,98.14935879479131,1,1,206.0,1,1
E,E01025139,73.747,57.599999999999994,39.7,98.09408759517267,1,1,207.0,1,1
E,E01010737,74.342,64.9,36.0,98.01799196006952,1,1,208.0,1,1
N,95GG04S3,53.68024327165446,18.2,39.3,97.8680421256901,1,1,209.0,1,1
E,E01006460,73.001,65.0,42.8,97.8552807809376,1,1,210.0,1,1
N,95YY15S2,52.01798090018491,18.8,41.3,97.83604854097094,1,1,211.0,1,1
E,E01007003,72.926,55.400000000000006,43.1,97.82873943919392,1,1,212.0,1,1
N,95YY15S1,51.66613903686483,21.3,41.7,97.80865320650885,1,1,213.0,1,1
E,E01007714,73.891,70.1,37.5,97.7923720616677,1,1,214.0,1,1
E,E01030247,71.909,65.0,48.1,97.67123602236441,1,1,215.0,1,1
E,E01007531,73.745,86.6,37.7,97.65731380476467,1,1,216.0,1,1
E,E01007293,72.569,65.10000000000001,44.3,97.65288917995663,1,1,217.0,1,1
E,E01005639,73.189,71.1,40.5,97.58564065876801,1,1,218.0,1,1
E,E01007007,71.581,63.0,49.2,97.50912304491976,1,1,219.0,1,1
E,E01012601,73.016,65.2,41.099999999999994,97.50443950998175,1,1,220.0,1,1
E,E01012016,72.569,59.599999999999994,43.6,97.5008741326925,1,1,221.0,1,1
E,E01005205,73.572,66.0,37.9,97.48924691468459,1,1,222.0,1,1
E,E01020764,72.359,57.3,44.6,97.46130467232776,1,1,223.0,1,1
E,E01005004,72.19,61.9,45.1,97.36327725609608,1,1,224.0,1,1
E,E01013638,73.108,63.6,39.900000000000006,97.35631614729623,1,1,225.0,1,1
E,E01007129,72.109,57.4,45.5,97.35111709785876,1,1,226.0,1,1
E,E01034838,71.848,69.1,46.800000000000004,97.31434730301885,1,1,227.0,1,1
E,E01010924,72.416,62.8,43.4,97.27039234070901,1,1,228.0,1,1
E,E01005322,73.091,73.5,39.6,97.27038362784401,1,1,229.0,1,1
E,E01012254,72.396,62.9,43.3,97.22422506599516,1,1,230.0,1,1
E,E01016865,72.413,67.4,43.2,97.22329184415355,1,1,231.0,1,1
N,95MM06S2,48.82798060176938,17.8,44.5,97.21051391152287,1,1,232.0,1,1
E,E01006638,71.967,80.5,45.6,97.19923257351036,1,1,233.0,1,1
E,E01010635,72.632,61.199999999999996,41.8,97.18699844095016,1,1,234.0,1,1
E,E01013566,73.625,66.4,36.199999999999996,97.1848622385705,1,1,235.0,1,1
N,95PP09W1,52.93813464100797,20.6,39.4,97.15282136770001,1,1,236.0,1,1
N,95GG18S2,50.11524125349258,14.5,42.8,97.10162966872133,1,1,237.0,1,1
E,E01012408,72.255,71.0,43.5,97.09527951893972,1,1,238.0,1,1
E,E01006880,72.257,59.699999999999996,43.4,97.07600816755532,1,1,239.0,1,1
E,E01007121,71.942,67.80000000000001,45.1,97.06008684765509,1,1,240.0,1,1
E,E01030250,72.701,62.9,40.6,97.01075661296565,1,1,241.0,1,1
E,E01006560,71.548,70.39999999999999,46.6,96.9041518415159,1,1,242.0,1,1
E,E01005484,72.914,70.8,38.800000000000004,96.88026221665139,1,1,243.0,1,1
E,E01007124,71.825,70.19999999999999,44.800000000000004,96.85190013125093,1,1,244.0,1,1
E,E01010032,73.014,72.89999999999999,37.8,96.7853520603689,1,1,245.0,1,1
E,E01011978,71.945,60.9,43.8,96.78144081435883,1,1,246.0,1,1
E,E01035189,71.797,73.2,44.6,96.77423608545745,1,1,247.0,1,1
E,E01027806,73.123,53.1,37.1,96.76659408778245,1,1,248.0,1,1
E,E01009412,72.886,64.9,38.4,96.75916530021101,1,1,249.0,1,1
E,E01007008,72.271,66.3,41.6,96.7022279193065,1,1,250.0,1,1
E,E01033470,72.12,64.2,42.0,96.60448982320277,1,1,251.0,1,1
E,E01012876,72.378,74.9,40.0,96.48557694486998,1,1,252.0,1,1
N,95GG47S3,50.11109871082154,16.8,42.1,96.47832368024508,1,1,253.0,1,1
N,95MM25S3,51.30440551317715,20.1,40.5,96.35610041573553,1,1,254.0,1,1
E,E01012879,72.256,64.1,40.0,96.33642682458853,1,1,255.0,1,1
E,E01009709,72.119,76.9,40.699999999999996,96.32095362202843,1,1,256.0,1,1
E,E01011792,72.504,66.3,38.4,96.29215426785433,1,1,257.0,1,1
E,E01009377,72.26,77.7,39.6,96.25445125117281,1,1,258.0,1,1
E,E01008459,72.184,70.1,39.800000000000004,96.20497093213618,1,1,259.0,1,1
E,E01033220,71.776,63.1,41.9,96.16221895036438,1,1,260.0,1,1
E,E01006540,72.125,59.599999999999994,39.900000000000006,96.15455739125794,1,1,261.0,1,1
E,E01032557,72.217,67.60000000000001,39.300000000000004,96.1367326405131,1,1,262.0,1,1
E,E01032514,71.999,64.9,40.300000000000004,96.08738284439218,1,1,263.0,1,1
E,E01005448,72.257,63.800000000000004,38.7,96.05533570735322,1,1,264.0,1,1
E,E01007006,71.611,64.2,42.199999999999996,96.02564883136392,1,1,265.0,1,1
E,E01022026,72.896,58.099999999999994,34.9,96.01131548358549,1,1,266.0,1,1
E,E01006610,71.965,60.6,39.900000000000006,95.95895067613473,1,1,267.0,1,1
E,E01010743,72.35,65.60000000000001,37.4,95.88671845131373,1,1,268.0,1,1
E,E01009345,72.168,60.699999999999996,38.4,95.88138016609558,1,1,269.0,1,1
E,E01012038,73.144,68.30000000000001,32.9,95.88017718555753,1,1,270.0,1,1
E,E01012304,71.843,57.099999999999994,40.2,95.87494986182362,1,1,271.0,1,1
E,E01008839,71.485,60.6,42.0,95.82817567255749,1,1,272.0,1,1
E,E01013212,71.757,66.4,39.800000000000004,95.68294551115109,1,1,273.0,1,1
E,E01033679,72.094,58.8,37.9,95.68232988373384,1,1,274.0,1,1
E,E01007204,71.302,70.7,42.3,95.66959979810566,1,1,275.0,1,1
E,E01004823,71.719,66.8,39.800000000000004,95.63648891630932,1,1,276.0,1,1
E,E01016868,71.593,64.9,40.400000000000006,95.61274724009047,1,1,277.0,1,1
E,E01010473,71.914,76.8,38.5,95.59257094116091,1,1,278.0,1,1
E,E01019301,71.296,63.1,41.5,95.48853306370096,1,1,279.0,1,1
E,E01007737,71.703,66.60000000000001,39.2,95.4866296328563,1,1,280.0,1,1
E,E01010456,70.849,76.8,44.0,95.48496768641166,1,1,281.0,1,1
E,E01010812,72.092,66.9,37.0,95.48443688188374,1,1,282.0,1,1
E,E01004841,71.456,67.7,40.2,95.40182611961934,1,1,283.0,1,1
E,E01010606,72.641,68.30000000000001,33.300000000000004,95.3521043161827,1,1,284.0,1,1
E,E01012785,71.303,68.60000000000001,40.5,95.27992650425307,1,1,285.0,1,1
E,E01007668,71.219,62.7,40.9,95.26409872010719,1,1,286.0,1,1
E,E01000601,71.307,82.5,40.300000000000004,95.24138380148426,1,1,287.0,1,1
E,E01007979,71.198,68.8,40.8,95.21670890342381,1,1,288.0,1,1
E,E01007629,71.979,60.5,36.4,95.21599102738729,1,1,289.0,1,1
E,E01011434,72.774,70.6,31.8,95.18895586827712,1,1,290.0,1,1
E,E01026622,70.936,73.3,41.699999999999996,95.09185082532062,1,1,291.0,1,1
E,E01006544,71.162,64.1,40.1,95.02068234525697,1,1,292.0,1,1
E,E01010739,72.039,78.5,35.099999999999994,95.00702988635365,1,1,293.0,1,1
E,E01012267,71.203,57.9,39.6,94.96222438939003,1,1,294.0,1,1
E,E01010821,71.401,66.9,38.4,94.94369047547363,1,1,295.0,1,1
E,E01007529,72.128,52.2,34.2,94.92038820372991,1,1,296.0,1,1
E,E01005828,70.781,62.1,41.4,94.83720751407465,1,1,297.0,1,1
E,E01009053,71.745,75.1,35.6,94.75618472393201,1,1,298.0,1,1
E,E01013484,71.807,65.5,35.199999999999996,94.74511658474843,1,1,299.0,1,1
E,E01006336,70.759,65.8,41.0,94.7234458494514,1,1,300.0,1,1
E,E01019444,70.954,61.7,39.7,94.67952787430296,1,1,301.0,1,1
E,E01005568,71.224,69.39999999999999,37.9,94.61871837025134,1,1,302.0,1,1
E,E01008817,70.451,66.0,42.199999999999996,94.60750014672057,1,1,303.0,1,1
N,95SS06S1,47.99761963785655,13.5,42.5,94.5432652086464,1,1,304.0,1,1
E,E01035619,71.988,63.800000000000004,33.2,94.53206797476263,1,1,305.0,1,1
E,E01012252,70.423,66.8,42.0,94.52983610092713,1,1,306.0,1,1
E,E01007291,70.688,55.900000000000006,40.400000000000006,94.50634675767476,1,1,307.0,1,1
E,E01012948,70.666,54.2,40.300000000000004,94.45773439902186,1,1,308.0,1,1
E,E01018351,70.525,63.2,40.8,94.39393815793679,1,1,309.0,1,1
E,E01008220,70.879,64.8,38.7,94.37067287335451,1,1,310.0,1,1
E,E01005255,70.772,60.0,39.0,94.3050101885862,1,1,311.0,1,1
E,E01012844,69.935,68.4,43.7,94.30241502029996,1,1,312.0,1,1
E,E01005427,71.634,65.60000000000001,34.0,94.27301960014006,1,1,313.0,1,1
E,E01013674,70.763,61.5,38.800000000000004,94.25057444021363,1,1,314.0,1,1
E,E01010822,70.911,61.6,37.5,94.14919699249775,1,1,315.0,1,1
E,E01032755,71.099,69.8,36.4,94.14015409420959,1,1,316.0,1,1
E,E01013861,69.088,69.5,47.699999999999996,94.13557938505433,1,1,317.0,1,1
N,95LL12S2,50.90721060297204,17.2,38.4,94.0695209739283,1,1,318.0,1,1
E,E01008709,70.122,56.49999999999999,41.5,94.05326879148433,1,1,319.0,1,1
E,E01008124,70.485,63.9,39.4,94.04100638462768,1,1,320.0,1,1
E,E01014726,70.554,61.3,38.9,94.01677960390735,1,1,321.0,1,1
E,E01010659,70.918,67.9,36.5,93.9405904330499,1,1,322.0,1,1
E,E01033949,70.542,66.10000000000001,38.3,93.8718104883324,1,1,323.0,1,1
E,E01008084,69.756,66.2,42.699999999999996,93.86641565452136,1,1,324.0,1,1
E,E01009638,70.705,70.89999999999999,37.3,93.85392047612969,1,1,325.0,1,1
E,E01006790,70.294,62.2,39.6,93.85093373909623,1,1,326.0,1,1
E,E01012058,71.032,54.800000000000004,35.3,93.81936299369379,1,1,327.0,1,1
E,E01035368,69.271,69.69999999999999,45.2,93.81639368239031,1,1,328.0,1,1
E,E01008103,70.822,75.4,36.3,93.77979353332906,1,1,329.0,1,1
E,E01012684,70.268,60.4,39.4,93.77571477724182,1,1,330.0,1,1
E,E01005729,70.238,63.0,39.1,93.6738892121859,1,1,331.0,1,1
E,E01010272,70.395,59.599999999999994,38.1,93.64866394816605,1,1,332.0,1,1
E,E01010735,70.666,72.39999999999999,36.5,93.63250985673082,1,1,333.0,1,1
E,E01012720,69.984,66.60000000000001,40.1,93.58052790516226,1,1,334.0,1,1
E,E01013144,68.809,68.8,46.7,93.57732582232374,1,1,335.0,1,1
E,E01004787,69.772,67.10000000000001,41.0,93.51679692553505,1,1,336.0,1,1
E,E01006791,69.768,63.3,41.0,93.51190675765696,1,1,337.0,1,1
E,E01005433,70.852,67.9,34.699999999999996,93.4690068272395,1,1,338.0,1,1
E,E01013209,69.678,61.7,40.9,93.38016154507669,1,1,339.0,1,1
E,E01007272,70.199,63.5,37.9,93.36561285149322,1,1,340.0,1,1
E,E01012631,69.828,71.8,39.900000000000006,93.34637848727023,1,1,341.0,1,1
E,E01007716,70.341,66.9,37.0,93.34376589325402,1,1,342.0,1,1
E,E01001178,70.076,78.60000000000001,38.3,93.30210593053602,1,1,343.0,1,1
N,95GG07S2,47.740666224690735,15.8,41.4,93.29258084483986,1,1,344.0,1,1
E,E01010800,69.984,69.1,38.6,93.25478137531053,1,1,345.0,1,1
E,E01011662,69.998,74.4,38.4,93.22846409223692,1,1,346.0,1,1
E,E01010813,70.466,63.3,35.699999999999996,93.21426998023921,1,1,347.0,1,1
E,E01019139,68.494,53.900000000000006,46.300000000000004,93.10535936063113,1,1,348.0,1,1
E,E01013730,70.22,58.8,36.199999999999996,93.0221068323545,1,1,349.0,1,1
E,E01029845,69.309,71.39999999999999,41.3,93.01590929961756,1,1,350.0,1,1
E,E01015886,69.034,61.7,42.8,93.00545678785129,1,1,351.0,1,1
E,E01009113,69.294,74.0,41.0,92.93242186410441,1,1,352.0,1,1
E,E01014832,69.179,64.7,41.4,92.87869527890341,1,1,353.0,1,1
E,E01014118,69.506,66.9,39.4,92.84413779646748,1,1,354.0,1,1
E,E01012445,69.157,65.2,41.3,92.8300829202505,1,1,355.0,1,1
E,E01013632,70.364,65.10000000000001,34.300000000000004,92.78554060481989,1,1,356.0,1,1
E,E01026129,69.846,61.199999999999996,37.2,92.78204048898847,1,1,357.0,1,1
N,95LL09S1,50.22471006434207,17.5,37.7,92.7116264245454,1,1,358.0,1,1
E,E01009364,69.272,76.6,40.0,92.6883615875405,1,1,359.0,1,1
E,E01005202,70.049,59.0,35.6,92.68275354362589,1,1,360.0,1,1
E,E01010736,70.189,69.1,34.8,92.68017793677109,1,1,361.0,1,1
E,E01005142,69.784,75.4,36.6,92.57594427493754,1,1,362.0,1,1
E,E01030258,68.842,56.10000000000001,41.6,92.510131505822,1,1,363.0,1,1
E,E01006778,69.02,63.7,40.5,92.48886318783865,1,1,364.0,1,1
E,E01020816,69.536,65.9,37.5,92.46820178440758,1,1,365.0,1,1
E,E01009099,68.967,67.5,40.699999999999996,92.467501334101,1,1,366.0,1,1
E,E01026152,69.818,65.7,35.5,92.37862991334327,1,1,367.0,1,1
E,E01020758,68.849,59.8,40.9,92.36667425234451,1,1,368.0,1,1
E,E01010734,70.287,63.4,32.800000000000004,92.3656583433151,1,1,369.0,1,1
E,E01006562,69.625,56.8,36.4,92.33812723113692,1,1,370.0,1,1
E,E01016111,69.145,56.00000000000001,39.0,92.31593440417696,1,1,371.0,1,1
E,E01013851,68.525,66.60000000000001,42.4,92.29631718407174,1,1,372.0,1,1
E,E01009574,69.384,68.5,37.4,92.26065896971707,1,1,373.0,1,1
E,E01006721,69.624,62.1,35.9,92.22832251255014,1,1,374.0,1,1
E,E01006442,68.368,62.1,42.9,92.2129602714743,1,1,375.0,1,1
N,95GG46S1,44.29113408303969,11.7,44.4,92.20919548316573,1,1,376.0,1,1
E,E01006467,68.093,64.1,44.4,92.20250775970803,1,1,377.0,1,1
E,E01024906,69.403,56.49999999999999,36.8,92.15358865519727,1,1,378.0,1,1
E,E01020841,68.571,61.9,41.4,92.13538976143518,1,1,379.0,1,1
E,E01024504,69.341,56.2,37.0,92.1212239237339,1,1,380.0,1,1
E,E01006703,68.952,60.0,39.1,92.10170023938304,1,1,381.0,1,1
E,E01012284,68.508,59.0,41.3,92.03665318203196,1,1,382.0,1,1
E,E01007790,69.272,60.3,36.7,91.97171922186669,1,1,383.0,1,1
N,95GG20S2,50.66650761366025,19.7,36.3,91.95240540760773,1,1,384.0,1,1
E,E01009305,69.173,63.4,37.1,91.93755330817797,1,1,385.0,1,1
N,95GG46S2,44.76252353597599,11.1,43.5,91.92403363650752,1,1,386.0,1,1
E,E01008907,68.923,69.5,38.4,91.91423147500278,1,1,387.0,1,1
E,E01013221,68.425,60.0,41.199999999999996,91.91346576323832,1,1,388.0,1,1
E,E01007736,68.634,70.1,39.7,91.8432305050163,1,1,389.0,1,1
E,E01004801,68.471,62.8,40.5,91.81768764657211,1,1,390.0,1,1
E,E01033692,69.036,60.8,37.3,91.81349792900062,1,1,391.0,1,1
E,E01012113,68.422,70.1,40.699999999999996,91.80121596071254,1,1,392.0,1,1
E,E01008427,68.5,59.3,40.1,91.7662756223944,1,1,393.0,1,1
E,E01005631,68.354,59.599999999999994,40.9,91.76151597743205,1,1,394.0,1,1
E,E01025036,68.962,55.00000000000001,37.2,91.70131338793269,1,1,395.0,1,1
E,E01006699,67.898,61.199999999999996,43.1,91.68179841644675,1,1,396.0,1,1
E,E01008910,67.879,69.89999999999999,43.1,91.65857011902588,1,1,397.0,1,1
E,E01006108,68.143,68.5,41.5,91.63385823380402,1,1,398.0,1,1
E,E01007011,68.741,60.3,38.1,91.62657953057976,1,1,399.0,1,1
E,E01009507,69.164,71.89999999999999,35.699999999999996,91.62252033592402,1,1,400.0,1,1
E,E01010965,68.764,63.6,37.8,91.5895486899084,1,1,401.0,1,1
E,E01009368,68.99,73.3,36.3,91.54009664516819,1,1,402.0,1,1
E,E01008227,68.548,67.7,38.6,91.49921110707965,1,1,403.0,1,1
E,E01011673,70.091,70.5,29.7,91.45283062226221,1,1,404.0,1,1
E,E01025156,68.761,65.8,37.1,91.43386601673568,1,1,405.0,1,1
E,E01006436,68.123,55.900000000000006,40.6,91.41395947650255,1,1,406.0,1,1
E,E01008425,67.358,59.699999999999996,44.800000000000004,91.39080515340456,1,1,407.0,1,1
E,E01008439,68.746,66.4,36.9,91.372095016546,1,1,408.0,1,1
E,E01022319,68.698,60.199999999999996,37.0,91.33512943733245,1,1,409.0,1,1
E,E01009379,68.675,73.3,37.0,91.3070109720335,1,1,410.0,1,1
E,E01012195,68.102,64.7,40.2,91.30142035384885,1,1,411.0,1,1
E,E01021970,68.528,56.99999999999999,37.8,91.30102878510166,1,1,412.0,1,1
E,E01012288,68.492,62.3,38.0,91.30045014484584,1,1,413.0,1,1
E,E01005615,70.001,66.9,29.4,91.27765253903507,1,1,414.0,1,1
E,E01007577,68.287,54.2,39.0,91.26699339432871,1,1,415.0,1,1
E,E01012131,66.901,64.60000000000001,46.7,91.24471574447935,1,1,416.0,1,1
E,E01006614,68.358,51.1,38.3,91.20177882690047,1,1,417.0,1,1
E,E01011661,68.656,58.8,36.6,91.19691693331885,1,1,418.0,1,1
E,E01033471,67.677,65.5,42.0,91.17273585262488,1,1,419.0,1,1
E,E01012091,68.252,64.1,38.7,91.15905511942513,1,1,420.0,1,1
E,E01013948,68.186,63.5,39.0,91.14351665540717,1,1,421.0,1,1
E,E01014330,68.447,62.3,37.5,91.13685357960017,1,1,422.0,1,1
E,E01006705,68.261,53.400000000000006,38.4,91.10490869118046,1,1,423.0,1,1
E,E01008380,68.223,65.4,38.6,91.10188496698561,1,1,424.0,1,1
N,95LL14S1,44.24431336678206,13.4,43.2,91.09765930515321,1,1,425.0,1,1
E,E01009349,69.033,74.0,33.900000000000006,91.07147150209481,1,1,426.0,1,1
N,95MM10S2,47.23622112555935,19.0,39.5,91.06666674527698,1,1,427.0,1,1
E,E01005948,68.798,60.699999999999996,35.199999999999996,91.06648779846239,1,1,428.0,1,1
