nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_W_score,original_decile,W_expanded_decile,GB_IMD_W_rank,GB_IMD_W_pop_decile,GB_IMD_W_pop_quintile
E,E01009361,75.756,74.8,37.9,115.51248342685956,1,1,49.0,1,1
E,E01009365,73.683,80.30000000000001,41.6,115.4682784639819,1,1,50.0,1,1
E,E01012622,77.981,74.7,42.8,115.31264102717803,1,1,51.0,1,1
E,E01012170,78.454,79.3,50.6,115.22972652646153,1,1,52.0,1,1
E,E01000601,71.307,82.5,40.300000000000004,115.2178272738239,1,1,53.0,1,1
E,E01032332,81.036,71.0,44.2,115.12956222617869,1,1,54.0,1,1
E,E01035464,76.027,77.2,42.9,115.01935864097774,1,1,55.0,1,1
E,E01010663,78.185,69.3,36.1,114.96588691351727,1,1,56.0,1,1
E,E01012044,77.504,76.0,44.7,114.79172414674579,1,1,57.0,1,1
E,E01035473,82.823,73.6,52.400000000000006,114.76931560171828,1,1,58.0,1,1
E,E01005682,81.219,73.6,49.2,114.69013298975533,1,1,59.0,1,1
E,E01006909,76.733,77.3,45.300000000000004,114.62111512376484,1,1,60.0,1,1
E,E01012045,78.218,75.1,45.7,114.37885498880946,1,1,61.0,1,1
E,E01017040,77.736,73.5,42.4,114.36828778771002,1,1,62.0,1,1
E,E01024663,78.598,74.2,45.4,114.27351415181987,1,1,63.0,1,1
E,E01035199,77.084,74.9,43.4,114.19431855048065,1,1,64.0,1,1
E,E01004960,77.863,74.6,44.7,114.14099677849453,1,1,65.0,1,1
E,E01012751,84.304,65.4,46.2,113.46328252391423,1,1,66.0,1,1
E,E01012037,79.457,66.60000000000001,38.6,113.05249277102597,1,1,67.0,1,1
E,E01009377,72.26,77.7,39.6,113.04753256700947,1,1,68.0,1,1
E,E01020909,77.142,76.8,48.8,112.89933180805671,1,1,69.0,1,1
E,E01007544,78.341,72.2,44.7,112.87848588250161,1,1,70.0,1,1
E,E01009053,71.745,75.1,35.6,112.6205551498602,1,1,71.0,1,1
E,E01010473,71.914,76.8,38.5,112.5748123429294,1,1,72.0,1,1
E,E01014831,77.683,74.0,46.7,112.48238427374906,1,1,73.0,1,1
E,E01011434,72.774,70.6,31.8,112.33840050886955,1,1,74.0,1,1
E,E01007274,75.462,79.0,49.8,112.21717060173383,1,1,75.0,1,1
E,E01009333,66.237,78.9,30.4,112.19716284182192,1,1,76.0,1,1
E,E01026597,78.831,69.0,42.699999999999996,112.06023972955508,1,1,77.0,1,1
E,E01011347,76.013,69.19999999999999,37.1,112.05771631584969,1,1,78.0,1,1
E,E01001178,70.076,78.60000000000001,38.3,112.04165470857787,1,1,79.0,1,1
E,E01007289,76.079,72.89999999999999,42.699999999999996,111.99931294852672,1,1,80.0,1,1
E,E01009482,68.835,75.8,32.1,111.81535847538801,1,1,81.0,1,1
E,E01007133,78.064,77.60000000000001,54.1,111.76655879046312,1,1,82.0,1,1
E,E01009709,72.119,76.9,40.699999999999996,111.74302243111356,1,1,83.0,1,1
E,E01006638,71.967,80.5,45.6,111.73550087536557,1,1,84.0,1,1
E,E01022025,85.631,65.2,52.300000000000004,111.61553046411906,1,1,85.0,1,1
E,E01009399,68.461,73.4,28.4,111.53358850401057,1,1,86.0,1,1
E,E01008103,70.822,75.4,36.3,111.49719758926062,1,1,87.0,1,1
E,E01012655,79.849,71.2,49.3,111.40007385719238,1,1,88.0,1,1
E,E01011430,68.404,73.5,28.7,111.39313197920043,1,1,89.0,1,1
E,E01010032,73.014,72.89999999999999,37.8,111.22687981672779,1,1,90.0,1,1
E,E01015842,78.985,69.5,45.5,111.16272506788223,1,1,91.0,1,1
E,E01010730,74.24,75.1,43.9,111.04483578448121,1,1,92.0,1,1
E,E01007122,77.987,71.2,46.300000000000004,110.94269593465793,1,1,93.0,1,1
E,E01012876,72.378,74.9,40.0,110.89985018270441,1,1,94.0,1,1
E,E01005322,73.091,73.5,39.6,110.8322563127525,1,1,95.0,1,1
E,E01015155,77.631,70.89999999999999,45.5,110.74931146558204,1,1,96.0,1,1
E,E01006413,77.857,73.6,50.0,110.68544374607771,1,1,97.0,1,1
E,E01032471,77.101,72.39999999999999,46.800000000000004,110.62632412940053,1,1,98.0,1,1
E,E01009355,74.73,72.89999999999999,42.6,110.60770672996824,1,1,99.0,1,1
E,E01005203,77.432,69.6,43.5,110.59838782914537,1,1,100.0,1,1
E,E01012721,76.532,71.3,44.3,110.48316856035734,1,1,101.0,1,1
E,E01012038,73.144,68.30000000000001,32.9,110.47181997855552,1,1,102.0,1,1
E,E01011673,70.091,70.5,29.7,110.46886448416821,1,1,103.0,1,1
E,E01006386,80.934,68.2,49.2,110.39444448840929,1,1,104.0,1,1
E,E01008485,74.561,73.6,43.8,110.3306962417248,1,1,105.0,1,1
E,E01017037,73.991,71.5,39.6,110.31669058642004,1,1,106.0,1,1
E,E01010926,75.489,69.69999999999999,40.2,110.28168756024883,1,1,107.0,1,1
E,E01009160,76.011,73.4,46.7,110.25076805855196,1,1,108.0,1,1
E,E01007714,73.891,70.1,37.5,110.24887468800637,1,1,109.0,1,1
E,E01005142,69.784,75.4,36.6,110.2336676667914,1,1,110.0,1,1
E,E01012112,78.039,72.6,50.0,110.14103798833078,1,1,111.0,1,1
E,E01005259,76.601,67.2,39.4,110.03239625343694,1,1,112.0,1,1
E,E01012089,78.164,69.3,46.0,109.88119630106488,1,1,113.0,1,1
E,E01027416,78.338,72.39999999999999,50.9,109.85280164340784,1,1,114.0,1,1
E,E01009349,69.033,74.0,33.900000000000006,109.77641671211643,1,1,115.0,1,1
E,E01005189,78.264,65.9,41.5,109.7763803888916,1,1,116.0,1,1
E,E01028276,79.3,68.8,47.9,109.75506946226281,1,1,117.0,1,1
