nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_W_score,original_decile,W_expanded_decile,GB_IMD_W_rank,GB_IMD_W_pop_decile,GB_IMD_W_pop_quintile
E,E01007055,53.396,55.800000000000004,31.1,81.03381039676201,1,1,1692.0,1,1
E,E01004838,51.869,54.400000000000006,25.900000000000002,81.02497768535969,1,1,1693.0,1,1
E,E01010282,52.65,54.50000000000001,27.700000000000003,81.01374769944363,1,1,1694.0,1,1
E,E01014247,56.153,47.699999999999996,25.2,81.01294884816292,1,1,1695.0,1,1
E,E01012744,55.361,51.6,29.299999999999997,80.95173970346218,1,1,1696.0,1,1
E,E01005328,53.946,54.400000000000006,30.4,80.94529086572933,1,1,1697.0,1,1
E,E01012906,54.826,54.50000000000001,32.4,80.93767293254517,1,1,1698.0,1,1
E,E01012862,57.255,50.5,31.7,80.93718524182395,1,1,1699.0,1,1
E,E01008773,56.408,52.900000000000006,33.4,80.93578286256829,1,1,1700.0,1,1
E,E01017477,51.398,57.99999999999999,30.3,80.93195757627997,1,1,1701.0,1,1
E,E01027978,56.813,50.7,31.1,80.91908379356768,1,1,1702.0,1,1
E,E01004732,56.921,55.800000000000004,38.7,80.9175996467852,1,1,1703.0,1,1
E,E01015852,57.22,49.6,30.4,80.89934321418393,1,1,1704.0,1,1
E,E01012739,56.357,50.2,29.5,80.88000915392942,1,1,1705.0,1,1
E,E01005559,58.082,50.6,33.7,80.87288442277125,1,1,1706.0,1,1
E,E01005435,50.533,53.900000000000006,22.7,80.86289164355603,1,1,1707.0,1,1
E,E01011981,58.598,51.5,36.1,80.8626802262358,1,1,1708.0,1,1
E,E01010673,53.868,50.8,25.2,80.86023103675136,1,1,1709.0,1,1
E,E01013909,55.744,53.2,32.6,80.85642755171277,1,1,1710.0,1,1
E,E01018930,54.988,54.50000000000001,32.9,80.85526180509643,1,1,1711.0,1,1
E,E01008887,49.847,58.199999999999996,27.500000000000004,80.8527337797203,1,1,1712.0,1,1
E,E01012596,53.362,53.1,27.500000000000004,80.8428170409622,1,1,1713.0,1,1
E,E01005509,56.456,52.400000000000006,33.0,80.82212658218626,1,1,1714.0,1,1
E,E01006446,57.879,52.0,35.4,80.82117993239655,1,1,1715.0,1,1
E,E01009307,54.606,55.2,33.2,80.81065313549225,1,1,1716.0,1,1
E,E01005470,47.654,56.39999999999999,20.4,80.80754007709038,1,1,1717.0,1,1
E,E01012586,55.609,48.6,25.8,80.78949263530838,1,1,1718.0,1,1
E,E01008989,46.221,59.9,22.5,80.78784080153578,1,1,1719.0,1,1
E,E01010626,50.912,55.60000000000001,26.1,80.78607315298201,1,1,1720.0,1,1
E,E01010364,50.75,56.39999999999999,27.0,80.74385529868651,1,1,1721.0,1,1
E,E01011952,57.848,53.300000000000004,37.4,80.72612123393192,1,1,1722.0,1,1
E,E01033765,52.925,55.900000000000006,30.9,80.70625391942177,1,1,1723.0,1,1
E,E01008098,52.731,55.00000000000001,29.2,80.7028978344099,1,1,1724.0,1,1
E,E01011361,50.932,57.4,28.999999999999996,80.65488183745595,1,1,1725.0,1,1
E,E01026092,55.908,52.2,31.900000000000002,80.650706552948,1,1,1726.0,1,1
E,E01019575,54.531,54.50000000000001,32.4,80.6221738508239,1,1,1727.0,1,1
E,E01003499,47.265,58.5,23.0,80.61404474563318,1,1,1728.0,1,1
E,E01008082,56.876,52.2,34.0,80.61216468513119,1,1,1729.0,1,1
E,E01025725,55.325,52.5,31.2,80.6068461534558,1,1,1730.0,1,1
E,E01004301,45.921,57.8,19.2,80.6023941671108,1,1,1731.0,1,1
E,E01014164,55.739,52.1,31.5,80.60059234656573,1,1,1732.0,1,1
E,E01015043,57.519,51.800000000000004,34.8,80.59515547443755,1,1,1733.0,1,1
E,E01024498,57.36,52.7,35.8,80.57891770020571,1,1,1734.0,1,1
E,E01035672,42.87,63.2,20.7,80.563264573098,2,1,1735.0,1,1
E,E01015663,52.223,56.3,30.3,80.55789601365424,1,1,1736.0,1,1
E,E01024611,56.871,48.6,28.9,80.55404386021561,1,1,1737.0,1,1
E,E01026048,65.052,42.0,36.5,80.5396236770097,1,1,1738.0,1,1
E,E01022045,60.737,44.7,31.4,80.52803948143503,1,1,1739.0,1,1
E,E01007566,55.742,51.300000000000004,30.5,80.52389519331395,1,1,1740.0,1,1
E,E01004309,47.715,57.099999999999994,22.1,80.52084367345596,1,1,1741.0,1,1
E,E01006296,55.074,52.6,31.0,80.51457712689076,1,1,1742.0,1,1
E,E01006764,55.822,50.2,29.099999999999998,80.51236745341453,1,1,1743.0,1,1
E,E01012643,53.261,53.6,28.7,80.49072123500802,1,1,1744.0,1,1
E,E01006440,57.4,52.5,35.8,80.47388670694174,1,1,1745.0,1,1
E,E01025606,56.071,51.300000000000004,31.3,80.46668768059645,1,1,1746.0,1,1
E,E01001979,50.956,53.300000000000004,23.599999999999998,80.4116508022602,1,1,1747.0,1,1
E,E01005689,51.964,57.3,31.5,80.40634736292833,1,1,1748.0,1,1
E,E01034681,55.557,46.7,23.7,80.40348585627882,1,1,1749.0,1,1
E,E01006306,58.667,48.699999999999996,33.1,80.40113701170024,1,1,1750.0,1,1
S,S01007465,86.05619961362788,47.0,35.0,80.39302278651253,1,1,1751.0,1,1
E,E01011658,52.892,54.900000000000006,30.0,80.39211100348888,1,1,1752.0,1,1
E,E01016153,53.157,55.2,31.0,80.38590472689994,1,1,1753.0,1,1
E,E01013822,53.367,55.50000000000001,31.900000000000002,80.37201023767568,1,1,1754.0,1,1
E,E01032937,62.394,42.5,32.0,80.3674640533324,1,1,1755.0,1,1
E,E01005130,57.214,47.5,28.4,80.36358872230767,1,1,1756.0,1,1
E,E01007729,60.613,49.5,38.4,80.36352012862392,1,1,1757.0,1,1
E,E01022043,56.317,49.2,28.999999999999996,80.3538452188744,1,1,1758.0,1,1
E,E01013842,52.963,51.7,25.6,80.35295680705987,1,1,1759.0,1,1
E,E01006426,58.763,49.1,34.0,80.3392261083222,1,1,1760.0,1,1
E,E01010464,55.022,55.400000000000006,35.3,80.32956419368078,1,1,1761.0,1,1
E,E01006820,55.243,51.800000000000004,30.599999999999998,80.30861314978223,1,1,1762.0,1,1
S,S01007801,83.72270864723092,46.0,31.0,80.30703303318303,1,1,1763.0,1,1
E,E01012397,55.967,53.1,34.0,80.30514710202311,1,1,1764.0,1,1
W,W01000239,80.3,50.0,35.0,80.3,1,1,1765.0,1,1
E,E01001486,48.67,58.3,26.3,80.28145498365883,1,1,1766.0,1,1
E,E01009963,52.534,55.400000000000006,30.2,80.27649317607732,1,1,1767.0,1,1
E,E01005563,48.615,58.3,26.200000000000003,80.27376677102349,1,1,1768.0,1,1
E,E01007655,57.185,45.4,25.5,80.26343884746737,1,1,1769.0,1,1
E,E01027804,59.803,44.5,29.7,80.25059882527833,1,1,1770.0,1,1
E,E01001517,49.475,58.4,28.199999999999996,80.24475906958705,1,1,1771.0,1,1
E,E01009043,48.162,58.5,25.6,80.24390095022842,1,1,1772.0,1,1
E,E01006877,60.397,48.4,36.6,80.23995841882441,1,1,1773.0,1,1
E,E01003735,44.757,63.0,25.0,80.23483172541924,2,1,1774.0,1,1
E,E01029292,54.518,51.6,28.999999999999996,80.20356192180351,1,1,1775.0,1,1
E,E01026312,51.973,56.99999999999999,31.5,80.19425696398905,1,1,1776.0,1,1
E,E01009214,56.357,52.800000000000004,34.599999999999994,80.19372988793917,1,1,1777.0,1,1
E,E01012748,60.107,45.5,31.900000000000002,80.18983565026977,1,1,1778.0,1,1
E,E01008094,51.512,55.50000000000001,28.4,80.17778698432186,1,1,1779.0,1,1
E,E01011910,54.522,51.9,29.5,80.1738874198145,1,1,1780.0,1,1
E,E01032500,54.954,47.4,23.9,80.17365389754528,1,1,1781.0,1,1
E,E01009056,54.021,54.900000000000006,32.800000000000004,80.16782121969376,1,1,1782.0,1,1
E,E01002040,50.522,55.1,25.8,80.15284729781635,1,1,1783.0,1,1
E,E01008841,55.757,52.5,33.0,80.14845944665298,1,1,1784.0,1,1
E,E01008333,54.421,51.1,28.199999999999996,80.13936442182622,1,1,1785.0,1,1
E,E01010033,56.788,51.4,33.6,80.13134218598073,1,1,1786.0,1,1
E,E01005725,54.528,52.800000000000004,30.9,80.12958063343025,1,1,1787.0,1,1
E,E01010369,53.217,56.699999999999996,33.800000000000004,80.12691080328408,1,1,1788.0,1,1
E,E01007547,54.922,48.9,26.1,80.12306894031964,1,1,1789.0,1,1
E,E01011740,54.838,51.5,29.7,80.11395739854667,1,1,1790.0,1,1
E,E01013300,52.033,50.3,22.1,80.11333662699461,1,1,1791.0,1,1
E,E01005698,55.529,53.400000000000006,33.900000000000006,80.10956062200923,1,1,1792.0,1,1
E,E01011864,55.782,48.6,27.500000000000004,80.10524207969684,1,1,1793.0,1,1
E,E01006289,59.215,49.5,36.0,80.09558292919188,1,1,1794.0,1,1
E,E01002736,47.457,59.8,26.3,80.09274451242158,1,1,1795.0,1,1
E,E01010053,47.71,58.099999999999994,24.4,80.0784749288911,1,1,1796.0,1,1
E,E01006661,56.986,52.7,36.0,80.07666173377098,1,1,1797.0,1,1
E,E01019761,52.113,55.400000000000006,29.799999999999997,80.03077315460047,1,1,1798.0,1,1
E,E01005472,52.634,54.50000000000001,29.599999999999998,80.02509653373107,1,1,1799.0,1,1
E,E01012867,52.442,51.800000000000004,25.3,80.02305955914737,1,1,1800.0,1,1
E,E01007721,54.508,51.4,29.099999999999998,79.99392285785035,1,1,1801.0,1,1
E,E01001210,47.467,59.5,26.1,79.9839909020118,1,1,1802.0,1,1
E,E01004828,48.717,56.699999999999996,24.8,79.91624145178017,1,1,1803.0,1,1
E,E01006905,54.66,53.900000000000006,33.2,79.90763706627783,1,1,1804.0,1,1
E,E01019561,60.179,51.300000000000004,41.0,79.90018202394624,1,1,1805.0,1,1
E,E01008892,52.968,55.50000000000001,32.0,79.89415071098404,1,1,1806.0,1,1
E,E01012808,58.402,50.6,36.3,79.88564581328795,1,1,1807.0,1,1
E,E01010130,57.181,49.8,32.6,79.88050339457442,1,1,1808.0,1,1
E,E01010286,52.556,55.800000000000004,31.6,79.87977187987352,1,1,1809.0,1,1
E,E01015917,53.428,53.5,30.099999999999998,79.8795494342119,1,1,1810.0,1,1
E,E01008223,54.624,54.6,34.2,79.87513583702905,1,1,1811.0,1,1
E,E01005324,52.149,55.60000000000001,30.5,79.85914971681393,1,1,1812.0,1,1
E,E01012649,58.904,46.5,31.5,79.84682833897115,1,1,1813.0,1,1
E,E01002082,49.888,58.3,29.7,79.84554776823566,1,1,1814.0,1,1
E,E01008827,55.017,53.0,32.800000000000004,79.82883164585657,1,1,1815.0,1,1
E,E01010831,52.262,51.300000000000004,24.6,79.81896087086459,1,1,1816.0,1,1
E,E01007727,58.387,49.0,34.1,79.8120595502364,1,1,1817.0,1,1
E,E01010067,51.829,54.400000000000006,28.199999999999996,79.80612419751054,1,1,1818.0,1,1
E,E01034582,60.681,45.6,34.0,79.80382061276714,1,1,1819.0,1,1
E,E01013862,53.566,55.2,33.0,79.8006524864901,1,1,1820.0,1,1
E,E01005145,47.653,55.800000000000004,21.5,79.80056884872903,1,1,1821.0,1,1
W,W01001421,79.8,47.0,34.0,79.8,1,1,1822.0,1,1
E,E01005947,54.296,50.8,28.199999999999996,79.78396257559658,1,1,1823.0,1,1
E,E01003591,45.136,56.89999999999999,17.9,79.76243583000992,1,1,1824.0,1,1
E,E01001458,48.005,57.199999999999996,24.4,79.72882662665387,1,1,1825.0,1,1
E,E01012571,48.601,56.10000000000001,24.099999999999998,79.70668475702047,1,1,1826.0,1,1
E,E01013845,52.243,52.6,26.700000000000003,79.68560238329286,1,1,1827.0,1,1
E,E01032597,54.662,50.4,28.599999999999998,79.67523967484253,1,1,1828.0,1,1
E,E01013330,52.458,50.1,23.599999999999998,79.65305392171031,1,1,1829.0,1,1
E,E01010423,51.788,55.900000000000006,30.599999999999998,79.64364654445444,1,1,1830.0,1,1
E,E01025049,57.044,47.099999999999994,28.9,79.63048638233379,1,1,1831.0,1,1
E,E01008573,55.985,48.4,28.599999999999998,79.612067547046,1,1,1832.0,1,1
E,E01017036,52.026,52.6,26.400000000000002,79.6069243479309,1,1,1833.0,1,1
E,E01025067,56.535,47.8,28.9,79.60345363450294,1,1,1834.0,1,1
E,E01009130,53.81,53.1,30.9,79.58340374782586,1,1,1835.0,1,1
E,E01008976,53.713,54.0,32.0,79.58234060511768,1,1,1836.0,1,1
E,E01005149,46.928,54.400000000000006,18.4,79.57565919301591,1,1,1837.0,1,1
E,E01002053,43.889,59.9,20.0,79.57213507478026,2,1,1838.0,1,1
E,E01013222,56.39,49.4,31.0,79.5570554015946,1,1,1839.0,1,1
E,E01006461,59.17,48.9,36.1,79.5528907112601,1,1,1840.0,1,1
E,E01032434,50.702,56.99999999999999,30.099999999999998,79.55080829237443,1,1,1841.0,1,1
E,E01012840,51.026,56.99999999999999,30.8,79.5393869876523,1,1,1842.0,1,1
E,E01003577,45.12,58.099999999999994,20.1,79.5072468927333,1,1,1843.0,1,1
E,E01004256,46.867,58.599999999999994,24.5,79.49528887141997,1,1,1844.0,1,1
E,E01014336,52.234,54.900000000000006,30.4,79.48385302775469,1,1,1845.0,1,1
E,E01034834,57.227,47.599999999999994,30.3,79.47985798544518,1,1,1846.0,1,1
E,E01008340,57.075,48.699999999999996,31.6,79.46551620969484,1,1,1847.0,1,1
E,E01025250,49.63,53.800000000000004,23.400000000000002,79.46530279167165,1,1,1848.0,1,1
E,E01006361,56.259,52.300000000000004,35.099999999999994,79.46372544878926,1,1,1849.0,1,1
E,E01001460,49.247,54.2,23.200000000000003,79.4535770892943,1,1,1850.0,1,1
E,E01020923,54.415,53.5,33.0,79.45225864576709,1,1,1851.0,1,1
E,E01006738,55.632,52.7,34.4,79.44671282402629,1,1,1852.0,1,1
E,E01012014,54.267,52.800000000000004,31.7,79.44137495727018,1,1,1853.0,1,1
E,E01012402,49.329,57.099999999999994,27.6,79.43464721820048,1,1,1854.0,1,1
E,E01008122,52.722,53.0,28.799999999999997,79.41970174124467,1,1,1855.0,1,1
E,E01005225,53.929,52.7,30.9,79.41505180938988,1,1,1856.0,1,1
E,E01013570,52.279,51.0,25.0,79.41089177899238,1,1,1857.0,1,1
S,S01010122,86.2874653157124,46.0,37.0,79.40620980728451,1,1,1858.0,1,1
E,E01010341,46.066,58.599999999999994,23.0,79.40563340379268,1,1,1859.0,1,1
E,E01005288,54.236,48.0,24.8,79.38898995606759,1,1,1860.0,1,1
E,E01010611,53.478,50.4,26.700000000000003,79.38050474541768,1,1,1861.0,1,1
E,E01007402,54.564,51.800000000000004,31.0,79.37789591738314,1,1,1862.0,1,1
E,E01004818,54.313,51.4,29.9,79.37630341692287,1,1,1863.0,1,1
E,E01009409,54.227,52.7,31.6,79.37582380593979,1,1,1864.0,1,1
E,E01005755,54.345,53.0,32.300000000000004,79.36580368287191,1,1,1865.0,1,1
E,E01009957,48.555,58.099999999999994,27.6,79.34591583567962,1,1,1866.0,1,1
E,E01005497,52.472,55.400000000000006,31.900000000000002,79.34091284350143,1,1,1867.0,1,1
E,E01028301,52.751,55.300000000000004,32.4,79.30972659544429,1,1,1868.0,1,1
E,E01002093,50.82,54.7,27.500000000000004,79.30666173424456,1,1,1869.0,1,1
E,E01004996,56.267,49.0,30.7,79.28328821748129,1,1,1870.0,1,1
E,E01004305,43.9,59.699999999999996,20.3,79.28268796737511,2,1,1871.0,1,1
E,E01029994,52.17,53.400000000000006,28.499999999999996,79.27836614719394,1,1,1872.0,1,1
E,E01006056,51.735,57.49999999999999,33.6,79.23543839498052,1,1,1873.0,1,1
E,E01006761,58.641,49.5,36.5,79.22602833005884,1,1,1874.0,1,1
E,E01010680,58.454,50.6,37.7,79.22538810992546,1,1,1875.0,1,1
E,E01001487,45.958,59.199999999999996,24.0,79.22222374395135,1,1,1876.0,1,1
E,E01013573,49.248,56.49999999999999,27.0,79.21138896782381,1,1,1877.0,1,1
E,E01012600,55.378,52.800000000000004,34.5,79.19783438204801,1,1,1878.0,1,1
E,E01024091,53.373,51.4,28.299999999999997,79.18912271000058,1,1,1879.0,1,1
E,E01006731,53.965,52.2,30.7,79.18629436793957,1,1,1880.0,1,1
E,E01005183,51.134,54.900000000000006,28.7,79.17668782487254,1,1,1881.0,1,1
E,E01001549,49.52,56.99999999999999,28.4,79.15594503965792,1,1,1882.0,1,1
E,E01007946,53.837,54.0,33.1,79.15248701763882,1,1,1883.0,1,1
E,E01013760,52.845,46.2,19.8,79.12771930912683,1,1,1884.0,1,1
E,E01006548,58.101,46.400000000000006,31.1,79.11865847899126,1,1,1885.0,1,1
E,E01005602,54.793,52.5,33.0,79.1174726168926,1,1,1886.0,1,1
E,E01006984,53.384,54.1,32.4,79.09984958201795,1,1,1887.0,1,1
E,E01013312,54.31,49.5,27.700000000000003,79.09383522016986,1,1,1888.0,1,1
E,E01006677,47.005,59.199999999999996,26.5,79.06363686049725,1,1,1889.0,1,1
E,E01009542,53.79,53.800000000000004,32.9,79.05667783259432,1,1,1890.0,1,1
E,E01010828,54.872,49.8,29.4,79.04733145171824,1,1,1891.0,1,1
E,E01025296,52.618,50.5,25.7,79.04598647603811,1,1,1892.0,1,1
E,E01010445,50.734,56.10000000000001,29.9,79.02215183773656,1,1,1893.0,1,1
E,E01014800,58.598,46.1,31.900000000000002,79.01940922494016,1,1,1894.0,1,1
E,E01021135,55.879,49.4,31.0,79.01054682274858,1,1,1895.0,1,1
E,E01005107,53.619,49.0,25.7,79.00796540380105,1,1,1896.0,1,1
E,E01015088,51.914,54.50000000000001,30.099999999999998,78.99939662635633,1,1,1897.0,1,1
E,E01033469,54.825,51.6,32.0,78.99788536272237,1,1,1898.0,1,1
E,E01009840,50.507,55.2,28.199999999999996,78.98350263510837,1,1,1899.0,1,1
E,E01010777,58.647,48.4,35.4,78.98195749745054,1,1,1900.0,1,1
E,E01011980,56.216,53.300000000000004,37.4,78.98071614454506,1,1,1901.0,1,1
E,E01009651,57.356,48.6,33.0,78.9762660879368,1,1,1902.0,1,1
E,E01020775,56.13,51.2,34.2,78.97300638036108,1,1,1903.0,1,1
E,E01032333,50.148,54.50000000000001,26.5,78.95149149178364,1,1,1904.0,1,1
S,S01012068,87.51609178279996,50.0,39.0,78.93343613361911,1,1,1905.0,1,1
E,E01022152,50.412,55.400000000000006,28.4,78.92744446556165,1,1,1906.0,1,1
E,E01032313,50.814,55.2,28.999999999999996,78.90276637731336,1,1,1907.0,1,1
E,E01006964,58.236,47.5,33.4,78.89992337707668,1,1,1908.0,1,1
S,S01010326,83.10562442220164,45.0,32.0,78.89115479527355,1,1,1909.0,1,1
E,E01033151,48.554,57.199999999999996,27.200000000000003,78.88423356354237,1,1,1910.0,1,1
E,E01011422,49.778,51.4,21.4,78.87253372068515,1,1,1911.0,1,1
E,E01007597,52.277,54.0,30.4,78.86469364553864,1,1,1912.0,1,1
E,E01011756,59.675,47.699999999999996,36.8,78.84818363060988,1,1,1913.0,1,1
E,E01018107,51.676,51.800000000000004,26.0,78.84589588467546,1,1,1914.0,1,1
E,E01006416,56.121,51.1,34.300000000000004,78.83834206970482,1,1,1915.0,1,1
E,E01000151,50.246,56.89999999999999,30.4,78.83581536116256,1,1,1916.0,1,1
E,E01012546,51.964,54.2,30.099999999999998,78.8311552523342,1,1,1917.0,1,1
E,E01009028,46.203,59.699999999999996,26.0,78.83110172829409,1,1,1918.0,1,1
E,E01033984,53.13,51.6,28.799999999999997,78.82137930521151,1,1,1919.0,1,1
S,S01010644,84.77049346708729,46.0,35.0,78.79540943369021,1,1,1920.0,1,1
E,E01014165,52.332,54.300000000000004,31.1,78.78729575247603,1,1,1921.0,1,1
E,E01013754,46.991,54.2,19.8,78.77935533242362,1,1,1922.0,1,1
E,E01020762,55.347,51.1,32.800000000000004,78.7775627892181,1,1,1923.0,1,1
E,E01011474,53.647,50.1,27.800000000000004,78.77706234185366,1,1,1924.0,1,1
E,E01007138,55.763,48.9,30.5,78.77262809275621,1,1,1925.0,1,1
E,E01005245,48.429,55.50000000000001,24.7,78.77249926039435,1,1,1926.0,1,1
E,E01010147,52.329,55.800000000000004,33.300000000000004,78.76772595921622,1,1,1927.0,1,1
E,E01012020,54.077,52.2,31.8,78.7436069195093,1,1,1928.0,1,1
E,E01010235,52.508,55.300000000000004,33.0,78.74303901082821,1,1,1929.0,1,1
E,E01017502,56.76,46.5,29.2,78.72991913367022,1,1,1930.0,1,1
E,E01011059,51.739,53.0,28.1,78.72633018205381,1,1,1931.0,1,1
E,E01012579,48.087,55.300000000000004,23.799999999999997,78.71912654403779,1,1,1932.0,1,1
E,E01010627,52.468,47.5,21.7,78.71375126995602,1,1,1933.0,1,1
E,E01034124,50.643,53.6,26.700000000000003,78.71347357195242,1,1,1934.0,1,1
E,E01035495,44.888,61.5,26.1,78.70388558356454,2,1,1935.0,1,1
E,E01026378,52.606,53.5,30.7,78.69362805869203,1,1,1936.0,1,1
E,E01034846,53.918,52.5,32.0,78.69300675643952,1,1,1937.0,1,1
E,E01008575,56.37,48.3,31.1,78.6715740695568,1,1,1938.0,1,1
E,E01000640,46.448,55.60000000000001,20.9,78.67082668211076,1,1,1939.0,1,1
E,E01033794,52.496,52.7,29.4,78.6494796649902,1,1,1940.0,1,1
E,E01034234,49.473,51.800000000000004,21.8,78.63742621414099,1,1,1941.0,1,1
E,E01004302,45.534,55.7,19.2,78.63649158885922,1,1,1942.0,1,1
E,E01025207,55.71,47.4,28.499999999999996,78.63003923479272,1,1,1943.0,1,1
E,E01008853,56.447,50.0,33.800000000000004,78.6297056287824,1,1,1944.0,1,1
E,E01005207,51.45,51.0,24.8,78.62655318505189,1,1,1945.0,1,1
E,E01010868,54.23,52.5,32.800000000000004,78.61761794070758,1,1,1946.0,1,1
E,E01006470,56.084,51.4,35.099999999999994,78.61141759262324,1,1,1947.0,1,1
E,E01008777,59.431,52.0,43.0,78.59486854433133,1,1,1948.0,1,1
E,E01010995,55.628,49.2,31.0,78.59429470141382,1,1,1949.0,1,1
E,E01012148,57.315,52.0,38.6,78.58171166581127,1,1,1950.0,1,1
E,E01009025,50.148,54.6,27.400000000000002,78.56519390614179,1,1,1951.0,1,1
E,E01009016,53.687,50.3,28.599999999999998,78.55858320765913,1,1,1952.0,1,1
E,E01014589,52.579,54.6,32.5,78.55730408422619,1,1,1953.0,1,1
E,E01001433,47.401,57.8,26.3,78.55474786362966,1,1,1954.0,1,1
E,E01015256,58.495,44.7,30.599999999999998,78.53931566082096,1,1,1955.0,1,1
E,E01017210,52.986,51.7,29.2,78.53674363844547,1,1,1956.0,1,1
E,E01019158,57.803,45.9,30.9,78.53269190772768,1,1,1957.0,1,1
E,E01011863,56.493,48.199999999999996,31.5,78.52468127919026,1,1,1958.0,1,1
E,E01007179,54.841,51.0,32.1,78.52043193796011,1,1,1959.0,1,1
E,E01033485,49.983,52.900000000000006,24.7,78.51294736660611,1,1,1960.0,1,1
E,E01011318,52.065,53.0,29.2,78.51251325392309,1,1,1961.0,1,1
E,E01011957,54.204,53.7,34.699999999999996,78.50513506948019,1,1,1962.0,1,1
E,E01013839,51.353,52.0,26.3,78.49486070699413,1,1,1963.0,1,1
E,E01012074,54.037,51.7,31.5,78.48470200875873,1,1,1964.0,1,1
E,E01012646,53.884,50.6,29.599999999999998,78.47965171901241,1,1,1965.0,1,1
E,E01008399,50.938,54.1,28.499999999999996,78.4780932770428,1,1,1966.0,1,1
E,E01027847,63.754,40.6,35.8,78.47468955946542,1,1,1967.0,1,1
E,E01006698,58.402,48.199999999999996,35.6,78.46985500647452,1,1,1968.0,1,1
E,E01033890,45.822,57.99999999999999,23.5,78.44557839151676,1,1,1969.0,1,1
E,E01001427,49.55,55.00000000000001,27.0,78.42579549516924,1,1,1970.0,1,1
E,E01005382,55.677,48.199999999999996,30.0,78.41898348537372,1,1,1971.0,1,1
E,E01013884,54.345,51.300000000000004,31.7,78.41621608018998,1,1,1972.0,1,1
E,E01001428,43.91,59.199999999999996,21.3,78.41252002649526,2,1,1973.0,1,1
E,E01034335,53.343,47.9,24.7,78.41116518877703,1,1,1974.0,1,1
E,E01015701,42.586,57.99999999999999,16.8,78.41066844221304,2,1,1975.0,1,1
E,E01016019,55.135,48.0,28.599999999999998,78.40738133678656,1,1,1976.0,1,1
E,E01031429,51.988,51.300000000000004,26.8,78.40098074452212,1,1,1977.0,1,1
E,E01027540,55.531,51.7,34.8,78.39510724527563,1,1,1978.0,1,1
E,E01012262,55.483,49.9,32.1,78.39408558513156,1,1,1979.0,1,1
E,E01033358,52.786,47.9,23.599999999999998,78.3779302935938,1,1,1980.0,1,1
E,E01031015,59.861,47.0,37.1,78.37637067099087,1,1,1981.0,1,1
E,E01012150,56.968,48.0,32.5,78.37354124482901,1,1,1982.0,1,1
E,E01008285,56.073,51.300000000000004,35.4,78.37234700502482,1,1,1983.0,1,1
E,E01026867,49.878,52.300000000000004,23.9,78.36628869444361,1,1,1984.0,1,1
E,E01033370,55.452,47.4,28.499999999999996,78.35411122433817,1,1,1985.0,1,1
E,E01020673,56.742,50.3,35.4,78.34878210422116,1,1,1986.0,1,1
E,E01024049,53.325,51.5,30.0,78.34242048008555,1,1,1987.0,1,1
E,E01000483,44.065,57.699999999999996,19.6,78.33898380818019,2,1,1988.0,1,1
E,E01035695,43.263,58.3,18.8,78.33375489103668,2,1,1989.0,1,1
E,E01025220,53.743,51.2,30.5,78.31208259161328,1,1,1990.0,1,1
E,E01008123,51.965,53.0,29.4,78.30329711254474,1,1,1991.0,1,1
E,E01019056,51.512,55.1,31.5,78.29702277297251,1,1,1992.0,1,1
E,E01013723,46.557,56.3,22.900000000000002,78.28206477210648,1,1,1993.0,1,1
E,E01032878,52.533,50.0,26.3,78.27875173619371,1,1,1994.0,1,1
E,E01026150,56.15,49.4,33.0,78.27770518139792,1,1,1995.0,1,1
E,E01005121,50.294,54.2,27.700000000000003,78.27231720467101,1,1,1996.0,1,1
E,E01015897,51.441,53.300000000000004,28.799999999999997,78.27140287933831,1,1,1997.0,1,1
E,E01001057,48.6,59.0,31.1,78.26951244615968,1,1,1998.0,1,1
E,E01007848,52.74,52.800000000000004,30.8,78.26846900173398,1,1,1999.0,1,1
E,E01001437,46.668,58.8,26.8,78.25419725573369,1,1,2000.0,1,1
E,E01009132,54.311,51.4,32.1,78.2492241388115,1,1,2001.0,1,1
E,E01004847,46.799,57.199999999999996,24.8,78.23448900080693,1,1,2002.0,1,1
E,E01006664,55.263,51.800000000000004,34.699999999999996,78.23352326563769,1,1,2003.0,1,1
E,E01010140,54.174,52.400000000000006,33.300000000000004,78.2281530744246,1,1,2004.0,1,1
E,E01010265,47.052,57.099999999999994,25.2,78.22662970408031,1,1,2005.0,1,1
E,E01033891,47.786,56.3,25.6,78.21585747963131,1,1,2006.0,1,1
E,E01006981,53.395,54.800000000000004,35.199999999999996,78.19720860710979,1,1,2007.0,1,1
E,E01013762,46.101,53.800000000000004,18.5,78.19662703641959,1,1,2008.0,1,1
E,E01013958,49.373,56.99999999999999,30.0,78.18059184206822,1,1,2009.0,1,1
E,E01001978,49.687,52.800000000000004,24.6,78.1736071816464,1,1,2010.0,1,1
E,E01027819,53.449,49.9,28.299999999999997,78.16182485609514,1,1,2011.0,1,1
E,E01005321,55.124,44.5,24.0,78.16108059598727,1,1,2012.0,1,1
E,E01002751,49.423,56.00000000000001,28.7,78.15975106461617,1,1,2013.0,1,1
E,E01005340,49.112,55.400000000000006,27.200000000000003,78.15071332986427,1,1,2014.0,1,1
E,E01010755,51.469,53.5,29.4,78.14235718430932,1,1,2015.0,1,1
E,E01008593,54.738,53.6,36.4,78.13306456593824,1,1,2016.0,1,1
E,E01014829,51.766,54.300000000000004,31.2,78.13083166087776,1,1,2017.0,1,1
